	date	state	positive	negative	pending	hospitalized	death	total	hash	dateChecked	totalTestResults	fips	deathIncrease	hospitalizedIncrease	negativeIncrease	positiveIncrease	totalTestResultsIncrease
343	20200326	CT	1012.0	5625.0		125.0	21.0	6637	6f853c15409c773ea737ef2d5e4f3be5b2008215	2020-03-26T20:00:00Z	6637	9	2.0	12.0	602.0	137.0	739.0
344	20200326	DC	231.0	1626.0	1.0		3.0	1858	cdbfecf50ae3692734ecbfe9f2c9983e1bb61015	2020-03-26T20:00:00Z	1857	11	1.0	0.0	203.0	48.0	251.0
345	20200326	DE	130.0	36.0		13.0	1.0	166	63b8aeda8018a12f092ba94db6d25fc29c4c6b94	2020-03-26T20:00:00Z	166	10	1.0	2.0	0.0	15.0	15.0
346	20200326	FL	2355.0	23741.0	1443.0	406.0	28.0	27539	4172dd2b8f113dc69068014f43c9c1da9096c87d	2020-03-26T20:00:00Z	26096	12	6.0	90.0	8367.0	673.0	9040.0
347	20200326	GA	1525.0	7401.0		473.0	48.0	8926	3cdd9821d18b1f1340b3ebcfc1c8d04abb53ce95	2020-03-26T20:00:00Z	8926	13	8.0	79.0	2469.0	278.0	2747.0
348	20200326	GU	45.0	263.0		11.0	1.0	308	0319c8b7fa31ed1ffb03e1ade4a3a2ccd659c36b	2020-03-26T20:00:00Z	308	66	0.0	1.0	30.0	8.0	38.0
349	20200326	HI	95.0	4357.0		5.0		4452	591602a1ff63d2e94199f65317128ad1bd8b16cd	2020-03-26T20:00:00Z	4452	15	0.0	-1.0	0.0	5.0	5.0
350	20200326	IA	179.0	2578.0		46.0	1.0	2757	39aaf7f4bfbe3bc1a18b3a2c1864ac6a53c5311f	2020-03-26T20:00:00Z	2757	19	0.0	10.0	0.0	34.0	34.0
351	20200326	ID	123.0	2065.0			0.0	2188	b996c35868f581e2178e56c337281e42ba3f5e04	2020-03-26T20:00:00Z	2188	16	0.0	0.0	178.0	50.0	228.0
352	20200326	IL	2538.0	14093.0			26.0	16631	bda9cdd7e4f5646b5fcf38e11fee90e2981c782d	2020-03-26T20:00:00Z	16631	17	7.0	0.0	1749.0	673.0	2422.0
353	20200326	IN	645.0	4006.0			17.0	4651	dccc280c3c97a1b043fc3c36f7b9df2adde302f6	2020-03-26T20:00:00Z	4651	18	3.0	0.0	1127.0	168.0	1295.0
354	20200326	KS	168.0	2869.0			3.0	3037	eb1c18dc3506f950a6fea9a578521534456a2c6e	2020-03-26T20:00:00Z	3037	20	0.0	0.0	509.0	42.0	551.0
355	20200326	KY	198.0	3102.0			4.0	3300	576434aafa04bbfa9cc04bdcf39d10085b902304	2020-03-26T20:00:00Z	3300	21	0.0	0.0	237.0	41.0	278.0
356	20200326	LA	2305.0	15724.0		676.0	83.0	18029	3985f09a58cfc8c3b1e902115f292033f3a12d56	2020-03-26T20:00:00Z	18029	22	18.0	185.0	6068.0	510.0	6578.0
357	20200326	MA	2417.0	21204.0		219.0	25.0	23621	6f7fd972eb35e3e1fe4ed40a1faf078c85925e2c	2020-03-26T20:00:00Z	23621	25	10.0	116.0	3248.0	579.0	3827.0
358	20200326	MD	580.0	94.0		132.0	4.0	674	c6a9e9721887079a5eac6aeb8bad1e242542b699	2020-03-26T20:00:00Z	674	24	0.0	132.0	0.0	157.0	157.0
359	20200326	ME	155.0	3394.0				3549	fb515eba44cc6656694d2684fd61e6173df35b76	2020-03-26T20:00:00Z	3549	23	0.0	0.0	217.0	6.0	223.0
360	20200326	MI	2856.0	6550.0			60.0	9406	8de6cd66adbb249077434a34b76676f3e3528591	2020-03-26T20:00:00Z	9406	26	17.0	0.0	4481.0	562.0	5043.0
361	20200326	MN	346.0	12604.0		41.0	2.0	12950	b706d98263f09589f6338391ffa2d3a2c5f9dad5	2020-03-26T20:00:00Z	12950	27	1.0	6.0	1416.0	59.0	1475.0
362	20200326	MO	502.0	369.0			8.0	871	90c8a2d640624774ca249ec49b18a55586e9c93d	2020-03-26T20:00:00Z	871	29	0.0	0.0	0.0	146.0	146.0
363	20200326	MP	0.0				0.0	0	26c69d9ccd11d980173738f7a5d6f4319ca3cc15	2020-03-26T20:00:00Z	0	69	0.0	0.0	0.0	0.0	0.0
364	20200326	MS	485.0	2291.0		150.0	6.0	2776	3ebc31ffc01578912d6cb57fa9e1215f63c105d3	2020-03-26T20:00:00Z	2776	28	4.0	33.0	725.0	108.0	833.0
365	20200326	MT	71.0	2128.0		1.0		2199	6fc9dacb9ffa97d5e7728dbecf95308f27c07fd6	2020-03-26T20:00:00Z	2199	30	0.0	1.0	180.0	18.0	198.0
366	20200326	NC	636.0	12274.0		29.0	2.0	12910	0ed3d6c3fa3f195980047f320223916d31a04d0f	2020-03-26T20:00:00Z	12910	37	1.0	0.0	2289.0	132.0	2421.0
367	20200326	ND	52.0	2039.0		10.0	0.0	2091	49974b047319ab02d855a61da4a0d00ef573983e	2020-03-26T20:00:00Z	2091	38	0.0	2.0	305.0	13.0	318.0
368	20200326	NE	73.0	1584.0			0.0	1657	f9dc8803dded20eadc5493d1a086054ac3a24dfd	2020-03-26T20:00:00Z	1657	31	0.0	0.0	280.0	12.0	292.0
369	20200326	NH	137.0	3001.0	712.0	19.0	1.0	3850	16ba786267f8de9d3b7dd0bac1e7589b33b6ea52	2020-03-26T20:00:00Z	3138	33	0.0	6.0	645.0	29.0	674.0
370	20200326	NJ	6876.0	13661.0			81.0	20537	34f7a9a850720f81a711f094945383400616d38d	2020-03-26T20:00:00Z	20537	34	19.0	0.0	3209.0	2474.0	5683.0
371	20200326	NM	112.0	7681.0			1.0	7793	c442ccd67759231e7886ec30300ced12ce18f940	2020-03-26T20:00:00Z	7793	35	0.0	0.0	939.0	12.0	951.0
372	20200326	NV	420.0	4697.0			10.0	5117	1d6b1078fe874f1a19f7d5ec27cac4cbc3625106	2020-03-26T20:00:00Z	5117	32	4.0	0.0	446.0	99.0	545.0
373	20200326	NY	37258.0	84846.0		6844.0	385.0	122104	6061eb67c93494274fdee89bdc8bbc80e197f475	2020-03-26T20:00:00Z	122104	36	100.0	3039.0	12178.0	6447.0	18625.0
374	20200326	OH	867.0	16449.0		223.0	15.0	17316	980c2c50865094a5ca418f7f8dcce9fd24dde422	2020-03-26T20:00:00Z	17316	39	5.0	41.0	2389.0	163.0	2552.0
375	20200326	OK	248.0	958.0		86.0	7.0	1206	8801b586d8e862f81715da16dc26e591c8b0282d	2020-03-26T20:00:00Z	1206	40	2.0	27.0	153.0	84.0	237.0
376	20200326	OR	327.0	6953.0		90.0	11.0	7280	f4fb4c00a275aa00d796613554a351d733deba05	2020-03-26T20:00:00Z	7280	41	3.0	29.0	2603.0	118.0	2721.0
377	20200326	PA	1687.0	16441.0			16.0	18128	e714b135bf15ebb5a7bbad3151113b1b78b8fb0c	2020-03-26T20:00:00Z	18128	42	5.0	0.0	5248.0	560.0	5808.0
378	20200326	PR	64.0	377.0	335.0		2.0	776	d6643348392f952bb17ed6f46f7ffa0e864403dc	2020-03-26T20:00:00Z	441	72	0.0	0.0	60.0	13.0	73.0
379	20200326	RI	165.0	1339.0	181.0	23.0		1685	e1a7f1b17103c547d376ff10daece812c341e5d1	2020-03-26T20:00:00Z	1504	44	0.0	7.0	196.0	41.0	237.0
380	20200326	SC	456.0	2307.0		109.0	9.0	2763	c2f15bb8173c1e01eb544f4ef56b5a7b90882ff5	2020-03-26T20:00:00Z	2763	45	2.0	7.0	4.0	32.0	36.0
381	20200326	SD	46.0	1973.0	125.0		1.0	2144	dc2c035329319b68ceb68b859b881c0ac664767a	2020-03-26T20:00:00Z	2019	46	0.0	0.0	1154.0	5.0	1159.0
382	20200326	TN	957.0	13952.0		76.0	3.0	14909	f35af5677002e7cbe7b2b92675d46b7573a34753	2020-03-26T20:00:00Z	14909	47	0.0	23.0	2940.0	173.0	3113.0
383	20200326	TX	1396.0	20028.0			18.0	21424	33ac609e1f7bd911f98af6f86d2ae80cce029686	2020-03-26T20:00:00Z	21424	48	6.0	0.0	7508.0	422.0	7930.0
384	20200326	UT	402.0	7308.0			1.0	7710	93984738db4c5057bd380c57e3c933bb5a298f81	2020-03-26T20:00:00Z	7710	49	0.0	0.0	817.0	56.0	873.0
385	20200326	VA	460.0	5729.0		65.0	13.0	6189	a60e45db2a29cf2bfd56ce702a29ed52ff5db3d2	2020-03-26T20:00:00Z	6189	51	4.0	6.0	750.0	69.0	819.0
386	20200326	VI	17.0	55.0	2.0		0.0	74	e3222ba38030530056047b275922c402606b0f0a	2020-03-26T20:00:00Z	72	78	0.0	0.0	0.0	0.0	0.0
387	20200326	VT	158.0	1850.0			9.0	2008	61ce01dbfc5742b14b0fdd9b20349c0501079471	2020-03-26T20:00:00Z	2008	50	1.0	0.0	261.0	35.0	296.0
388	20200326	WA	2580.0	31712.0			132.0	34292	4fe63c8afc184048715fba6c3059d2aeaf4a60a3	2020-03-26T20:00:00Z	34292	53	9.0	0.0	0.0	111.0	111.0
389	20200326	WI	707.0	11583.0			8.0	12290	4411ef71a558354983d21b5bab43ec979ba10f86	2020-03-26T20:00:00Z	12290	55	1.0	0.0	1494.0	122.0	1616.0
390	20200326	WV	51.0	1031.0	19.0	1.0	0.0	1101	f727c33b68454f29df1a719b634dadb52bb57d44	2020-03-26T20:00:00Z	1082	54	0.0	0.0	272.0	12.0	284.0
391	20200326	WY	53.0	1052.0				1105	d309458bafe505a9f4aa8cc576a3ce7c5cbb47c9	2020-03-26T20:00:00Z	1105	56	0.0	0.0	98.0	9.0	107.0
392	20200325	AK	42.0	1649.0		1.0	1.0	1691	647716d5652582e93c41065a21d8285bae782558	2020-03-25T20:00:00Z	1691	2	1.0	1.0	663.0	6.0	669.0
393	20200325	AL	283.0	2529.0			0.0	2812	fc974a9995c6dacc8e3fd686a946b5c7820b1442	2020-03-25T20:00:00Z	2812	1	0.0	0.0	423.0	68.0	491.0
394	20200325	AR	280.0	1437.0	0.0	22.0	2.0	1717	5999cc26c34fbae3db6f1f13acf88f11b61e4db2	2020-03-25T20:00:00Z	1717	5	2.0	0.0	490.0	62.0	552.0
395	20200325	AS	0.0				0.0	0	3e2631161aae6991f620c619416612234da12117	2020-03-25T20:00:00Z	0	60	0.0	0.0	0.0	0.0	0.0
396	20200325	AZ	450.0	323.0	53.0	8.0	6.0	826	e9c1b9bec8e4c3344c5a1faed4d70aadfd65983c	2020-03-25T20:00:00Z	773	4	1.0	0.0	10.0	93.0	103.0
397	20200325	CA	2355.0	15921.0	48600.0		53.0	66876	fb1eadab0449e18c728cd17fe348eda2dec401a2	2020-03-25T20:00:00Z	18276	6	13.0	0.0	2469.0	253.0	2722.0
398	20200325	CO	912.0	6789.0		84.0	11.0	7701	d8edc75fe3048c190c001f0e65a9d4d5ad7be85d	2020-03-25T20:00:00Z	7701	8	4.0	12.0	1285.0	192.0	1477.0
399	20200325	CT	875.0	5023.0		113.0	19.0	5898	af1091940ffe7ce8947bfbaadd9a2e544baa89ce	2020-03-25T20:00:00Z	5898	9	7.0	42.0	341.0	257.0	598.0
400	20200325	DC	183.0	1423.0	3.0		2.0	1609	8c37f84c08801345dc97a7ce783130f115b984da	2020-03-25T20:00:00Z	1606	11	0.0	0.0	228.0	46.0	274.0
401	20200325	DE	115.0	36.0		11.0	0.0	151	02adef842bbff4ee8eba44e45bcfd98e3e395d89	2020-03-25T20:00:00Z	151	10	0.0	11.0	0.0	24.0	24.0
402	20200325	FL	1682.0	15374.0	1233.0	316.0	22.0	18289	f516a216c9c066e517838914a953b0d0e65b5e7b	2020-03-25T20:00:00Z	17056	12	4.0	57.0	2247.0	270.0	2517.0
403	20200325	GA	1247.0	4932.0		394.0	40.0	6179	70b63f701699c16cbf14eab91c1ff346a184bd00	2020-03-25T20:00:00Z	6179	13	8.0	394.0	474.0	221.0	695.0
404	20200325	GU	37.0	233.0		10.0	1.0	270	48069a3dde5e870f2da79356638300d94fb4bf16	2020-03-25T20:00:00Z	270	66	0.0	5.0	32.0	5.0	37.0
405	20200325	HI	90.0	4357.0		6.0	1.0	4447	1490760131b68a44c128db66888fd09e32e8f77e	2020-03-25T20:00:00Z	4447	15	0.0	2.0	768.0	13.0	781.0
406	20200325	IA	145.0	2578.0		36.0	1.0	2723	20b75251bcb2986562086422633b597a9db2732c	2020-03-25T20:00:00Z	2723	19	1.0	9.0	263.0	21.0	284.0
407	20200325	ID	73.0	1887.0			0.0	1960	91fbd37ca5c788a8e96d9a60ad5716316eead0e4	2020-03-25T20:00:00Z	1960	16	0.0	0.0	0.0	23.0	23.0
408	20200325	IL	1865.0	12344.0			19.0	14209	6a49cfd26acf14df6a4ae9c4731f1f977ec31ce7	2020-03-25T20:00:00Z	14209	17	3.0	0.0	2410.0	330.0	2740.0
409	20200325	IN	477.0	2879.0		1.0	14.0	3356	966d82a1f16cfa557944a7f992fbcba13c11598e	2020-03-25T20:00:00Z	3356	18	2.0	0.0	313.0	112.0	425.0
410	20200325	KS	126.0	2360.0			3.0	2486	328a2bb33162a25a5784ffdd5947e919cb8e00c4	2020-03-25T20:00:00Z	2486	20	1.0	0.0	274.0	28.0	302.0
411	20200325	KY	157.0	2865.0			4.0	3022	ffa7cb27ce652c55ca61eb33358c74db5045b212	2020-03-25T20:00:00Z	3022	21	0.0	0.0	1123.0	33.0	1156.0
412	20200325	LA	1795.0	9656.0		491.0	65.0	11451	86e512c3987eb05b189fdb907af3ea1c4172185d	2020-03-25T20:00:00Z	11451	22	19.0	220.0	2441.0	407.0	2848.0
413	20200325	MA	1838.0	17956.0		103.0	15.0	19794	0170634b67ae342f72677fde65854d5953d3c69c	2020-03-25T20:00:00Z	19794	25	4.0	9.0	5366.0	679.0	6045.0
414	20200325	MD	423.0	94.0			4.0	517	d2a1128cbe93088c6caa4a64fd07b77daf856b66	2020-03-25T20:00:00Z	517	24	1.0	0.0	0.0	74.0	74.0
415	20200325	ME	149.0	3177.0				3326	5d2c483028b93453bb8b651c9153eb34ae2e641e	2020-03-25T20:00:00Z	3326	23	0.0	0.0	163.0	24.0	187.0
416	20200325	MI	2294.0	2069.0			43.0	4363	8162d7cdd0ae0db62aa50c1af599982639d374c3	2020-03-25T20:00:00Z	4363	26	19.0	0.0	0.0	503.0	503.0
417	20200325	MN	287.0	11188.0		35.0	1.0	11475	95c30a94fd93b3d0bb552520d1ff4a2014fbd4a6	2020-03-25T20:00:00Z	11475	27	0.0	14.0	5638.0	25.0	5663.0
418	20200325	MO	356.0	369.0			8.0	725	288cdbc9ddae8815ae18e598517d11bd4e5286b9	2020-03-25T20:00:00Z	725	29	5.0	0.0	0.0	173.0	173.0
419	20200325	MP	0.0				0.0	0	33d8aef1f2bbc22f8bdde6b7a36f003601ebbf13	2020-03-25T20:00:00Z	0	69	0.0	0.0	0.0	0.0	0.0
420	20200325	MS	377.0	1566.0		117.0	2.0	1943	1c3a96b4fce25ff1f6e02d577608443935f870aa	2020-03-25T20:00:00Z	1943	28	1.0	31.0	14.0	57.0	71.0
421	20200325	MT	53.0	1948.0				2001	eebbb270f486af977360a1391d361e4f2cb06822	2020-03-25T20:00:00Z	2001	30	0.0	0.0	305.0	7.0	312.0
422	20200325	NC	504.0	9985.0		29.0	1.0	10489	7894805b435db59e2d979e5e812bf7d799982583	2020-03-25T20:00:00Z	10489	37	1.0	29.0	1844.0	106.0	1950.0
423	20200325	ND	39.0	1734.0		8.0	0.0	1773	c67a8d86c13907a36d3545bf366318a826674e05	2020-03-25T20:00:00Z	1773	38	0.0	3.0	280.0	5.0	285.0
424	20200325	NE	61.0	1304.0			0.0	1365	9081e43af87d366ab4b57245362b5dd8d03ae6ec	2020-03-25T20:00:00Z	1365	31	0.0	0.0	329.0	9.0	338.0
425	20200325	NH	108.0	2356.0	804.0	13.0	1.0	3268	a234c0c14a60d9b08ea02f689f0485d6209bab13	2020-03-25T20:00:00Z	2464	33	0.0	2.0	909.0	7.0	916.0
426	20200325	NJ	4402.0	10452.0			62.0	14854	d30471a7dce5d19a5dfae58a586231e98ec5cd93	2020-03-25T20:00:00Z	14854	34	18.0	0.0	2127.0	727.0	2854.0
427	20200325	NM	100.0	6742.0			1.0	6842	362677584a420c0643f12045e8e4cd06c3005427	2020-03-25T20:00:00Z	6842	35	1.0	0.0	852.0	17.0	869.0
428	20200325	NV	321.0	4251.0	0.0		6.0	4572	28a9dfd19399d3b549de78905158a4add5d4e05e	2020-03-25T20:00:00Z	4572	32	2.0	0.0	297.0	43.0	340.0
429	20200325	NY	30811.0	72668.0		3805.0	285.0	103479	4ef31e776a148365f2df74d120980b0c3816eed3	2020-03-25T20:00:00Z	103479	36	75.0	571.0	7063.0	5146.0	12209.0
430	20200325	OH	704.0	14060.0		182.0	10.0	14764	0ed9cc667be68808e56eabd663f61c1b6ba2af11	2020-03-25T20:00:00Z	14764	39	2.0	37.0	13920.0	140.0	14060.0
431	20200325	OK	164.0	805.0		59.0	5.0	969	843e38420eed0df56bf3090ef1ae55832d160a31	2020-03-25T20:00:00Z	969	40	2.0	34.0	70.0	58.0	128.0
432	20200325	OR	209.0	4350.0		61.0	8.0	4559	30d803695e96c177174fb2f2615ea8f6f73c6c95	2020-03-25T20:00:00Z	4559	41	0.0	0.0	0.0	0.0	0.0
433	20200325	PA	1127.0	11193.0			11.0	12320	b9968033b193c6e5a2d749cd91278881e61b857e	2020-03-25T20:00:00Z	12320	42	4.0	0.0	2550.0	276.0	2826.0
434	20200325	PR	51.0	317.0	70.0		2.0	438	69f643dd7fe0bcddb6417a90a880e7f61b1cd7c4	2020-03-25T20:00:00Z	368	72	0.0	0.0	49.0	12.0	61.0
435	20200325	RI	124.0	1143.0	196.0	16.0		1463	15a58e03559efe261b6d532f427091eab9781927	2020-03-25T20:00:00Z	1267	44	0.0	16.0	23.0	18.0	41.0
436	20200325	SC	424.0	2303.0		102.0	7.0	2727	450d9eccb92563af7816cfbcd278328d51bc1b16	2020-03-25T20:00:00Z	2727	45	2.0	102.0	291.0	126.0	417.0
437	20200325	SD	41.0	819.0	268.0		1.0	1128	da3efc40046087cb527aa40bc79e6ddb9854192f	2020-03-25T20:00:00Z	860	46	0.0	0.0	29.0	11.0	40.0
438	20200325	TN	784.0	11012.0		53.0	3.0	11796	c41ad4687adcf4d1b42135fb4b41102cc275fa73	2020-03-25T20:00:00Z	11796	47	1.0	53.0	495.0	117.0	612.0
439	20200325	TX	974.0	12520.0			12.0	13494	91d17b89756a65686fbeadadea6a1af6640d2eae	2020-03-25T20:00:00Z	13494	48	3.0	0.0	1763.0	564.0	2327.0
440	20200325	UT	346.0	6491.0			1.0	6837	13979ec107cbdc97c2f1faecdc5cefded8fe6738	2020-03-25T20:00:00Z	6837	49	0.0	0.0	967.0	47.0	1014.0
441	20200325	VA	391.0	4979.0		59.0	9.0	5370	f9584b54cc219465f81d4305043da82a1602db4c	2020-03-25T20:00:00Z	5370	51	2.0	14.0	799.0	101.0	900.0
442	20200325	VI	17.0	55.0	2.0		0.0	74	a9becd63fde01e3023dce0cb843d31f6a2a87da6	2020-03-25T20:00:00Z	72	78	0.0	0.0	55.0	0.0	55.0
443	20200325	VT	123.0	1589.0			8.0	1712	0d7b329d92383f2d790acf8d135ea5b9c54f1401	2020-03-25T20:00:00Z	1712	50	1.0	0.0	149.0	28.0	177.0
444	20200325	WA	2469.0	31712.0			123.0	34181	a1177aa4d96c855b8bf322225638e82854d35b3a	2020-03-25T20:00:00Z	34181	53	13.0	0.0	0.0	248.0	248.0
445	20200325	WI	585.0	10089.0			7.0	10674	c29c27bdbf1a31468cbf5c47cc2f4ac472c04a07	2020-03-25T20:00:00Z	10674	55	2.0	0.0	1852.0	128.0	1980.0
446	20200325	WV	39.0	759.0	6.0	1.0	0.0	804	3cded67ef2709b061dc803b4b4161c6ac227c16e	2020-03-25T20:00:00Z	798	54	0.0	0.0	149.0	19.0	168.0
447	20200325	WY	44.0	954.0				998	4a7b1b0e485e09b21e92668d61e841e290d496b8	2020-03-25T20:00:00Z	998	56	0.0	0.0	244.0	15.0	259.0
448	20200324	AK	36.0	986.0		0.0		1022	cc942aee33e126b6e009dec85f938c84be74a2a8	2020-03-24T20:00:00Z	1022	2	0.0	0.0	40.0	14.0	54.0
449	20200324	AL	215.0	2106.0			0.0	2321	371560bdda2ca2f27f585247eb65815f14234722	2020-03-24T20:00:00Z	2321	1	0.0	0.0	441.0	48.0	489.0
450	20200324	AR	218.0	947.0	0.0	22.0	0.0	1165	c6e1655fa62e2c61bcc2cd0085773317b320f76a	2020-03-24T20:00:00Z	1165	5	0.0	9.0	41.0	44.0	85.0
451	20200324	AS	0.0				0.0	0	bdc89566ef4eb934e97cf69810b2ba9eee4575e0	2020-03-24T20:00:00Z	0	60	0.0	0.0	0.0	0.0	0.0
452	20200324	AZ	357.0	313.0	22.0	8.0	5.0	692	35851941e3a66847eec2f13b73c31e216f1608c9	2020-03-24T20:00:00Z	670	4	3.0	8.0	4.0	92.0	96.0
453	20200324	CA	2102.0	13452.0	12100.0		40.0	27654	5eaf1168a0b26e1298f8cd58cbddc54f258e7cdf	2020-03-24T20:00:00Z	15554	6	13.0	0.0	885.0	369.0	1254.0
454	20200324	CO	720.0	5504.0		72.0	7.0	6224	a06b60967133aacca05b86750a3637cc7c727ac8	2020-03-24T20:00:00Z	6224	8	1.0	14.0	659.0	129.0	788.0
455	20200324	CT	618.0	4682.0		71.0	12.0	5300	f34accca9a345cddeae7dfea636464d9dd86bff0	2020-03-24T20:00:00Z	5300	9	2.0	17.0	597.0	203.0	800.0
456	20200324	DC	137.0	1195.0	2.0		2.0	1334	db50668d62375b11a861733c9b1fc9331c7b02a5	2020-03-24T20:00:00Z	1332	11	0.0	0.0	82.0	21.0	103.0
457	20200324	DE	91.0	36.0		0.0	0.0	127	5aa4f510382c73d725ddd5ecbb614887cf024f09	2020-03-24T20:00:00Z	127	10	0.0	0.0	0.0	23.0	23.0
458	20200324	FL	1412.0	13127.0	1008.0	259.0	18.0	15547	f6016788df0acb93476b7c76001430a204a40ae4	2020-03-24T20:00:00Z	14539	12	4.0	42.0	2064.0	241.0	2305.0
459	20200324	GA	1026.0	4458.0			32.0	5484	77c57990afd06cfd56fe829c3e74853574dd6a63	2020-03-24T20:00:00Z	5484	13	7.0	0.0	161.0	254.0	415.0
460	20200324	GU	32.0	201.0		5.0	1.0	233	8ab4f32c58ed101814b31f6007e95fd7b337c4bf	2020-03-24T20:00:00Z	233	66	0.0	5.0	40.0	3.0	43.0
461	20200324	HI	77.0	3589.0		4.0	1.0	3666	b2e5f6198395408de30e0d2fe307c450db2b7bb3	2020-03-24T20:00:00Z	3666	15	1.0	4.0	634.0	21.0	655.0
462	20200324	IA	124.0	2315.0		27.0		2439	c874cb9c7350f561abbd5c0b7a7067b29520f77b	2020-03-24T20:00:00Z	2439	19	0.0	27.0	272.0	19.0	291.0
463	20200324	ID	50.0	1887.0			0.0	1937	2029e9b505e4522579b80f13d92add5903f8d647	2020-03-24T20:00:00Z	1937	16	0.0	0.0	578.0	3.0	581.0
464	20200324	IL	1535.0	9934.0			16.0	11469	7ff751438cc4c2eb20e04f36c7b798a5baf12fa9	2020-03-24T20:00:00Z	11469	17	4.0	0.0	1351.0	262.0	1613.0
465	20200324	IN	365.0	2566.0		1.0	12.0	2931	8a4cd54aef4ca850ea00b92b88fa532ba6a96e60	2020-03-24T20:00:00Z	2931	18	5.0	0.0	865.0	106.0	971.0
466	20200324	KS	98.0	2086.0			2.0	2184	2524a89b454ad4a2b5344be34e7f2941d4f9f15e	2020-03-24T20:00:00Z	2184	20	0.0	0.0	1669.0	16.0	1685.0
467	20200324	KY	124.0	1742.0			4.0	1866	8389258f7916d5fa6cc2ffe506ef910851a67ad2	2020-03-24T20:00:00Z	1866	21	1.0	0.0	-20.0	20.0	0.0
468	20200324	LA	1388.0	7215.0		271.0	46.0	8603	59d8dc408b875628807271b4f3110da2f4008795	2020-03-24T20:00:00Z	8603	22	12.0	271.0	2439.0	216.0	2655.0
469	20200324	MA	1159.0	12590.0		94.0	11.0	13749	760c13c9ba5c284ccacd1a475a60cb24ab51fd0f	2020-03-24T20:00:00Z	13749	25	2.0	15.0	4445.0	382.0	4827.0
470	20200324	MD	349.0	94.0			3.0	443	ef3375abce7e0be5627536c38d97e6f81c5973d7	2020-03-24T20:00:00Z	443	24	0.0	0.0	0.0	61.0	61.0
471	20200324	ME	125.0	3014.0				3139	1cbff940791d826e8812fc58399145be2ead62d0	2020-03-24T20:00:00Z	3139	23	0.0	0.0	223.0	18.0	241.0
472	20200324	MI	1791.0	2069.0			24.0	3860	85f7fb3939b9c1e639a25ae271703186bad31450	2020-03-24T20:00:00Z	3860	26	9.0	0.0	0.0	463.0	463.0
473	20200324	MN	262.0	5550.0		21.0	1.0	5812	fc7079118a181623b4677259c7db7e433317e252	2020-03-24T20:00:00Z	5812	27	0.0	4.0	1039.0	27.0	1066.0
474	20200324	MO	183.0	369.0			3.0	552	ab66a5d407af6ffa303c3f2898abb92b13294f00	2020-03-24T20:00:00Z	552	29	0.0	0.0	0.0	0.0	0.0
475	20200324	MP	0.0				0.0	0	d53153e31b8ff5f1062d8e9ac186302b64557cf8	2020-03-24T20:00:00Z	0	69	0.0	0.0	0.0	0.0	0.0
476	20200324	MS	320.0	1552.0		86.0	1.0	1872	dee0c07372b29b91e9f43b579f8187aedcf27fb6	2020-03-24T20:00:00Z	1872	28	0.0	53.0	409.0	71.0	480.0
477	20200324	MT	46.0	1643.0				1689	e295119d7616f1ecdf82dd40be3561e6b5e86de5	2020-03-24T20:00:00Z	1689	30	0.0	0.0	497.0	12.0	509.0
478	20200324	NC	398.0	8141.0			0.0	8539	cfd7e243bf823a5e1168cbb8cbc0b9d1316c5439	2020-03-24T20:00:00Z	8539	37	0.0	0.0	0.0	101.0	101.0
479	20200324	ND	34.0	1454.0		5.0	0.0	1488	97882ef82c36f02998d3058a2a8a7c149bf98060	2020-03-24T20:00:00Z	1488	38	0.0	1.0	101.0	4.0	105.0
480	20200324	NE	52.0	975.0			0.0	1027	8b5f8ad4d246e97014a453664dc4864a717d69a5	2020-03-24T20:00:00Z	1027	31	0.0	0.0	619.0	2.0	621.0
481	20200324	NH	101.0	1447.0	869.0	11.0	1.0	2417	025a3d28d876037355c3cff4760497af61a95c90	2020-03-24T20:00:00Z	1548	33	1.0	11.0	73.0	23.0	96.0
482	20200324	NJ	3675.0	8325.0	45.0		44.0	12045	c6c52e836d2fee611e885afb7e2a185ba929022a	2020-03-24T20:00:00Z	12000	34	17.0	0.0	7966.0	831.0	8797.0
483	20200324	NM	83.0	5890.0				5973	3737b1f32d0293799f727e17aaaf1ff13008b154	2020-03-24T20:00:00Z	5973	35	0.0	0.0	569.0	18.0	587.0
484	20200324	NV	278.0	3954.0	0.0		4.0	4232	4126493167bfb004719a88407216d817e111aab6	2020-03-24T20:00:00Z	4232	32	0.0	0.0	464.0	33.0	497.0
485	20200324	NY	25665.0	65605.0		3234.0	210.0	91270	de78deaaa130f496c090f80e6ce48ae3a80aca2e	2020-03-24T20:00:00Z	91270	36	96.0	599.0	8191.0	4790.0	12981.0
486	20200324	OH	564.0	140.0		145.0	8.0	704	7fcf5064bbfc9e11e944d89ac84eaee6b09832e5	2020-03-24T20:00:00Z	704	39	2.0	41.0	0.0	122.0	122.0
487	20200324	OK	106.0	735.0		25.0	3.0	841	139cda9c789d33fb1ee26f3c98d0765256690b8b	2020-03-24T20:00:00Z	841	40	1.0	10.0	41.0	25.0	66.0
488	20200324	OR	209.0	4350.0		61.0	8.0	4559	2050b71c9fd03edf470f93ef7a1f642bfe287652	2020-03-24T20:00:00Z	4559	41	3.0	5.0	701.0	18.0	719.0
489	20200324	PA	851.0	8643.0			7.0	9494	0b3ed955712ad52c59f466db7aa9b33a320eeaa6	2020-03-24T20:00:00Z	9494	42	1.0	0.0	2048.0	207.0	2255.0
