	region_code	region	death	date
7795	16	Puglia	131	2018-01-29
7796	17	Basilicata	24	2018-01-29
7797	18	Calabria	75	2018-01-29
7798	19	Sicilia	197	2018-01-29
7799	20	Sardegna	70	2018-01-29
7800	1	Piemonte	220	2018-01-30
7801	2	Valle d'Aosta/Vallée d'Aoste	5	2018-01-30
7802	3	Lombardia	351	2018-01-30
7803	4	Trentino-Alto Adige/Südtirol	31	2018-01-30
7804	5	Veneto	168	2018-01-30
7805	6	Friuli-Venezia Giulia	45	2018-01-30
7806	7	Liguria	73	2018-01-30
7807	8	Emilia-Romagna	169	2018-01-30
7808	9	Toscana	157	2018-01-30
7809	10	Umbria	43	2018-01-30
7810	11	Marche	52	2018-01-30
7811	12	Lazio	227	2018-01-30
7812	13	Abruzzo	56	2018-01-30
7813	14	Molise	15	2018-01-30
7814	15	Campania	196	2018-01-30
7815	16	Puglia	131	2018-01-30
7816	17	Basilicata	24	2018-01-30
7817	18	Calabria	75	2018-01-30
7818	19	Sicilia	197	2018-01-30
7819	20	Sardegna	70	2018-01-30
7820	1	Piemonte	220	2018-01-31
7821	2	Valle d'Aosta/Vallée d'Aoste	5	2018-01-31
7822	3	Lombardia	351	2018-01-31
7823	4	Trentino-Alto Adige/Südtirol	31	2018-01-31
7824	5	Veneto	168	2018-01-31
7825	6	Friuli-Venezia Giulia	45	2018-01-31
7826	7	Liguria	73	2018-01-31
7827	8	Emilia-Romagna	169	2018-01-31
7828	9	Toscana	157	2018-01-31
7829	10	Umbria	43	2018-01-31
7830	11	Marche	52	2018-01-31
7831	12	Lazio	227	2018-01-31
7832	13	Abruzzo	56	2018-01-31
7833	14	Molise	15	2018-01-31
7834	15	Campania	196	2018-01-31
7835	16	Puglia	131	2018-01-31
7836	17	Basilicata	24	2018-01-31
7837	18	Calabria	75	2018-01-31
7838	19	Sicilia	197	2018-01-31
7839	20	Sardegna	70	2018-01-31
7840	1	Piemonte	185	2018-02-01
7841	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-01
7842	3	Lombardia	319	2018-02-01
7843	4	Trentino-Alto Adige/Südtirol	33	2018-02-01
7844	5	Veneto	180	2018-02-01
7845	6	Friuli-Venezia Giulia	50	2018-02-01
7846	7	Liguria	80	2018-02-01
7847	8	Emilia-Romagna	173	2018-02-01
7848	9	Toscana	132	2018-02-01
7849	10	Umbria	39	2018-02-01
7850	11	Marche	51	2018-02-01
7851	12	Lazio	177	2018-02-01
7852	13	Abruzzo	59	2018-02-01
7853	14	Molise	15	2018-02-01
7854	15	Campania	197	2018-02-01
7855	16	Puglia	116	2018-02-01
7856	17	Basilicata	25	2018-02-01
7857	18	Calabria	68	2018-02-01
7858	19	Sicilia	164	2018-02-01
7859	20	Sardegna	74	2018-02-01
7860	1	Piemonte	185	2018-02-02
7861	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-02
7862	3	Lombardia	319	2018-02-02
7863	4	Trentino-Alto Adige/Südtirol	33	2018-02-02
7864	5	Veneto	180	2018-02-02
7865	6	Friuli-Venezia Giulia	50	2018-02-02
7866	7	Liguria	80	2018-02-02
7867	8	Emilia-Romagna	173	2018-02-02
7868	9	Toscana	132	2018-02-02
7869	10	Umbria	39	2018-02-02
7870	11	Marche	51	2018-02-02
7871	12	Lazio	177	2018-02-02
7872	13	Abruzzo	59	2018-02-02
7873	14	Molise	15	2018-02-02
7874	15	Campania	197	2018-02-02
7875	16	Puglia	116	2018-02-02
7876	17	Basilicata	25	2018-02-02
7877	18	Calabria	68	2018-02-02
7878	19	Sicilia	164	2018-02-02
7879	20	Sardegna	74	2018-02-02
7880	1	Piemonte	185	2018-02-03
7881	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-03
7882	3	Lombardia	319	2018-02-03
7883	4	Trentino-Alto Adige/Südtirol	33	2018-02-03
7884	5	Veneto	180	2018-02-03
7885	6	Friuli-Venezia Giulia	50	2018-02-03
7886	7	Liguria	80	2018-02-03
7887	8	Emilia-Romagna	173	2018-02-03
7888	9	Toscana	132	2018-02-03
7889	10	Umbria	39	2018-02-03
7890	11	Marche	51	2018-02-03
7891	12	Lazio	177	2018-02-03
7892	13	Abruzzo	59	2018-02-03
7893	14	Molise	15	2018-02-03
7894	15	Campania	197	2018-02-03
7895	16	Puglia	116	2018-02-03
7896	17	Basilicata	25	2018-02-03
7897	18	Calabria	68	2018-02-03
7898	19	Sicilia	164	2018-02-03
7899	20	Sardegna	74	2018-02-03
7900	1	Piemonte	185	2018-02-04
7901	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-04
7902	3	Lombardia	319	2018-02-04
7903	4	Trentino-Alto Adige/Südtirol	33	2018-02-04
7904	5	Veneto	180	2018-02-04
7905	6	Friuli-Venezia Giulia	50	2018-02-04
7906	7	Liguria	80	2018-02-04
7907	8	Emilia-Romagna	173	2018-02-04
7908	9	Toscana	132	2018-02-04
7909	10	Umbria	39	2018-02-04
7910	11	Marche	51	2018-02-04
7911	12	Lazio	177	2018-02-04
7912	13	Abruzzo	59	2018-02-04
7913	14	Molise	15	2018-02-04
7914	15	Campania	197	2018-02-04
7915	16	Puglia	116	2018-02-04
7916	17	Basilicata	25	2018-02-04
7917	18	Calabria	68	2018-02-04
7918	19	Sicilia	164	2018-02-04
7919	20	Sardegna	74	2018-02-04
7920	1	Piemonte	185	2018-02-05
7921	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-05
7922	3	Lombardia	319	2018-02-05
7923	4	Trentino-Alto Adige/Südtirol	33	2018-02-05
7924	5	Veneto	180	2018-02-05
7925	6	Friuli-Venezia Giulia	50	2018-02-05
7926	7	Liguria	80	2018-02-05
7927	8	Emilia-Romagna	173	2018-02-05
7928	9	Toscana	132	2018-02-05
7929	10	Umbria	39	2018-02-05
7930	11	Marche	51	2018-02-05
7931	12	Lazio	177	2018-02-05
7932	13	Abruzzo	59	2018-02-05
7933	14	Molise	15	2018-02-05
7934	15	Campania	197	2018-02-05
7935	16	Puglia	116	2018-02-05
7936	17	Basilicata	25	2018-02-05
7937	18	Calabria	68	2018-02-05
7938	19	Sicilia	164	2018-02-05
7939	20	Sardegna	74	2018-02-05
7940	1	Piemonte	185	2018-02-06
7941	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-06
7942	3	Lombardia	319	2018-02-06
7943	4	Trentino-Alto Adige/Südtirol	33	2018-02-06
7944	5	Veneto	180	2018-02-06
7945	6	Friuli-Venezia Giulia	50	2018-02-06
7946	7	Liguria	80	2018-02-06
7947	8	Emilia-Romagna	173	2018-02-06
7948	9	Toscana	132	2018-02-06
7949	10	Umbria	39	2018-02-06
7950	11	Marche	51	2018-02-06
7951	12	Lazio	177	2018-02-06
7952	13	Abruzzo	59	2018-02-06
7953	14	Molise	15	2018-02-06
7954	15	Campania	197	2018-02-06
7955	16	Puglia	116	2018-02-06
7956	17	Basilicata	25	2018-02-06
7957	18	Calabria	68	2018-02-06
7958	19	Sicilia	164	2018-02-06
7959	20	Sardegna	74	2018-02-06
7960	1	Piemonte	185	2018-02-07
7961	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-07
7962	3	Lombardia	319	2018-02-07
7963	4	Trentino-Alto Adige/Südtirol	33	2018-02-07
7964	5	Veneto	180	2018-02-07
7965	6	Friuli-Venezia Giulia	50	2018-02-07
7966	7	Liguria	80	2018-02-07
7967	8	Emilia-Romagna	173	2018-02-07
7968	9	Toscana	132	2018-02-07
7969	10	Umbria	39	2018-02-07
7970	11	Marche	51	2018-02-07
7971	12	Lazio	177	2018-02-07
7972	13	Abruzzo	59	2018-02-07
7973	14	Molise	15	2018-02-07
7974	15	Campania	197	2018-02-07
7975	16	Puglia	116	2018-02-07
7976	17	Basilicata	25	2018-02-07
7977	18	Calabria	68	2018-02-07
7978	19	Sicilia	164	2018-02-07
7979	20	Sardegna	74	2018-02-07
7980	1	Piemonte	185	2018-02-08
7981	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-08
7982	3	Lombardia	319	2018-02-08
7983	4	Trentino-Alto Adige/Südtirol	33	2018-02-08
7984	5	Veneto	180	2018-02-08
7985	6	Friuli-Venezia Giulia	50	2018-02-08
7986	7	Liguria	80	2018-02-08
7987	8	Emilia-Romagna	173	2018-02-08
7988	9	Toscana	132	2018-02-08
7989	10	Umbria	39	2018-02-08
7990	11	Marche	51	2018-02-08
7991	12	Lazio	177	2018-02-08
7992	13	Abruzzo	59	2018-02-08
7993	14	Molise	15	2018-02-08
7994	15	Campania	197	2018-02-08
7995	16	Puglia	116	2018-02-08
7996	17	Basilicata	25	2018-02-08
7997	18	Calabria	68	2018-02-08
7998	19	Sicilia	164	2018-02-08
7999	20	Sardegna	74	2018-02-08
8000	1	Piemonte	185	2018-02-09
8001	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-09
8002	3	Lombardia	319	2018-02-09
8003	4	Trentino-Alto Adige/Südtirol	33	2018-02-09
8004	5	Veneto	180	2018-02-09
8005	6	Friuli-Venezia Giulia	50	2018-02-09
8006	7	Liguria	80	2018-02-09
8007	8	Emilia-Romagna	173	2018-02-09
8008	9	Toscana	132	2018-02-09
8009	10	Umbria	39	2018-02-09
8010	11	Marche	51	2018-02-09
8011	12	Lazio	177	2018-02-09
8012	13	Abruzzo	59	2018-02-09
8013	14	Molise	15	2018-02-09
8014	15	Campania	197	2018-02-09
8015	16	Puglia	116	2018-02-09
8016	17	Basilicata	25	2018-02-09
8017	18	Calabria	68	2018-02-09
8018	19	Sicilia	164	2018-02-09
8019	20	Sardegna	74	2018-02-09
8020	1	Piemonte	185	2018-02-10
8021	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-10
8022	3	Lombardia	319	2018-02-10
8023	4	Trentino-Alto Adige/Südtirol	33	2018-02-10
8024	5	Veneto	180	2018-02-10
8025	6	Friuli-Venezia Giulia	50	2018-02-10
8026	7	Liguria	80	2018-02-10
8027	8	Emilia-Romagna	173	2018-02-10
8028	9	Toscana	132	2018-02-10
8029	10	Umbria	39	2018-02-10
8030	11	Marche	51	2018-02-10
8031	12	Lazio	177	2018-02-10
8032	13	Abruzzo	59	2018-02-10
8033	14	Molise	15	2018-02-10
8034	15	Campania	197	2018-02-10
8035	16	Puglia	116	2018-02-10
8036	17	Basilicata	25	2018-02-10
8037	18	Calabria	68	2018-02-10
8038	19	Sicilia	164	2018-02-10
8039	20	Sardegna	74	2018-02-10
8040	1	Piemonte	185	2018-02-11
8041	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-11
8042	3	Lombardia	319	2018-02-11
8043	4	Trentino-Alto Adige/Südtirol	33	2018-02-11
8044	5	Veneto	180	2018-02-11
8045	6	Friuli-Venezia Giulia	50	2018-02-11
8046	7	Liguria	80	2018-02-11
8047	8	Emilia-Romagna	173	2018-02-11
8048	9	Toscana	132	2018-02-11
8049	10	Umbria	39	2018-02-11
8050	11	Marche	51	2018-02-11
8051	12	Lazio	177	2018-02-11
8052	13	Abruzzo	59	2018-02-11
8053	14	Molise	15	2018-02-11
8054	15	Campania	197	2018-02-11
8055	16	Puglia	116	2018-02-11
8056	17	Basilicata	25	2018-02-11
8057	18	Calabria	68	2018-02-11
8058	19	Sicilia	164	2018-02-11
8059	20	Sardegna	74	2018-02-11
8060	1	Piemonte	185	2018-02-12
8061	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-12
8062	3	Lombardia	319	2018-02-12
8063	4	Trentino-Alto Adige/Südtirol	33	2018-02-12
8064	5	Veneto	180	2018-02-12
8065	6	Friuli-Venezia Giulia	50	2018-02-12
8066	7	Liguria	80	2018-02-12
8067	8	Emilia-Romagna	173	2018-02-12
8068	9	Toscana	132	2018-02-12
8069	10	Umbria	39	2018-02-12
8070	11	Marche	51	2018-02-12
8071	12	Lazio	177	2018-02-12
8072	13	Abruzzo	59	2018-02-12
8073	14	Molise	15	2018-02-12
8074	15	Campania	197	2018-02-12
8075	16	Puglia	116	2018-02-12
8076	17	Basilicata	25	2018-02-12
8077	18	Calabria	68	2018-02-12
8078	19	Sicilia	164	2018-02-12
8079	20	Sardegna	74	2018-02-12
8080	1	Piemonte	185	2018-02-13
8081	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-13
8082	3	Lombardia	319	2018-02-13
8083	4	Trentino-Alto Adige/Südtirol	33	2018-02-13
8084	5	Veneto	180	2018-02-13
8085	6	Friuli-Venezia Giulia	50	2018-02-13
8086	7	Liguria	80	2018-02-13
8087	8	Emilia-Romagna	173	2018-02-13
8088	9	Toscana	132	2018-02-13
8089	10	Umbria	39	2018-02-13
8090	11	Marche	51	2018-02-13
8091	12	Lazio	177	2018-02-13
8092	13	Abruzzo	59	2018-02-13
8093	14	Molise	15	2018-02-13
8094	15	Campania	197	2018-02-13
8095	16	Puglia	116	2018-02-13
8096	17	Basilicata	25	2018-02-13
8097	18	Calabria	68	2018-02-13
8098	19	Sicilia	164	2018-02-13
8099	20	Sardegna	74	2018-02-13
8100	1	Piemonte	185	2018-02-14
8101	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-14
8102	3	Lombardia	319	2018-02-14
8103	4	Trentino-Alto Adige/Südtirol	33	2018-02-14
8104	5	Veneto	180	2018-02-14
8105	6	Friuli-Venezia Giulia	50	2018-02-14
8106	7	Liguria	80	2018-02-14
8107	8	Emilia-Romagna	173	2018-02-14
8108	9	Toscana	132	2018-02-14
8109	10	Umbria	39	2018-02-14
8110	11	Marche	51	2018-02-14
8111	12	Lazio	177	2018-02-14
8112	13	Abruzzo	59	2018-02-14
8113	14	Molise	15	2018-02-14
8114	15	Campania	197	2018-02-14
8115	16	Puglia	116	2018-02-14
8116	17	Basilicata	25	2018-02-14
8117	18	Calabria	68	2018-02-14
8118	19	Sicilia	164	2018-02-14
8119	20	Sardegna	74	2018-02-14
8120	1	Piemonte	185	2018-02-15
8121	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-15
8122	3	Lombardia	319	2018-02-15
8123	4	Trentino-Alto Adige/Südtirol	33	2018-02-15
8124	5	Veneto	180	2018-02-15
8125	6	Friuli-Venezia Giulia	50	2018-02-15
8126	7	Liguria	80	2018-02-15
8127	8	Emilia-Romagna	173	2018-02-15
8128	9	Toscana	132	2018-02-15
8129	10	Umbria	39	2018-02-15
8130	11	Marche	51	2018-02-15
8131	12	Lazio	177	2018-02-15
8132	13	Abruzzo	59	2018-02-15
8133	14	Molise	15	2018-02-15
8134	15	Campania	197	2018-02-15
8135	16	Puglia	116	2018-02-15
8136	17	Basilicata	25	2018-02-15
8137	18	Calabria	68	2018-02-15
8138	19	Sicilia	164	2018-02-15
8139	20	Sardegna	74	2018-02-15
8140	1	Piemonte	185	2018-02-16
8141	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-16
8142	3	Lombardia	319	2018-02-16
8143	4	Trentino-Alto Adige/Südtirol	33	2018-02-16
8144	5	Veneto	180	2018-02-16
8145	6	Friuli-Venezia Giulia	50	2018-02-16
8146	7	Liguria	80	2018-02-16
8147	8	Emilia-Romagna	173	2018-02-16
8148	9	Toscana	132	2018-02-16
8149	10	Umbria	39	2018-02-16
8150	11	Marche	51	2018-02-16
8151	12	Lazio	177	2018-02-16
8152	13	Abruzzo	59	2018-02-16
8153	14	Molise	15	2018-02-16
8154	15	Campania	197	2018-02-16
8155	16	Puglia	116	2018-02-16
8156	17	Basilicata	25	2018-02-16
8157	18	Calabria	68	2018-02-16
8158	19	Sicilia	164	2018-02-16
8159	20	Sardegna	74	2018-02-16
8160	1	Piemonte	185	2018-02-17
8161	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-17
8162	3	Lombardia	319	2018-02-17
8163	4	Trentino-Alto Adige/Südtirol	33	2018-02-17
8164	5	Veneto	180	2018-02-17
8165	6	Friuli-Venezia Giulia	50	2018-02-17
8166	7	Liguria	80	2018-02-17
8167	8	Emilia-Romagna	173	2018-02-17
8168	9	Toscana	132	2018-02-17
8169	10	Umbria	39	2018-02-17
8170	11	Marche	51	2018-02-17
8171	12	Lazio	177	2018-02-17
8172	13	Abruzzo	59	2018-02-17
8173	14	Molise	15	2018-02-17
8174	15	Campania	197	2018-02-17
8175	16	Puglia	116	2018-02-17
8176	17	Basilicata	25	2018-02-17
8177	18	Calabria	68	2018-02-17
8178	19	Sicilia	164	2018-02-17
8179	20	Sardegna	74	2018-02-17
8180	1	Piemonte	185	2018-02-18
8181	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-18
8182	3	Lombardia	319	2018-02-18
8183	4	Trentino-Alto Adige/Südtirol	33	2018-02-18
8184	5	Veneto	180	2018-02-18
8185	6	Friuli-Venezia Giulia	50	2018-02-18
8186	7	Liguria	80	2018-02-18
8187	8	Emilia-Romagna	173	2018-02-18
8188	9	Toscana	132	2018-02-18
8189	10	Umbria	39	2018-02-18
8190	11	Marche	51	2018-02-18
8191	12	Lazio	177	2018-02-18
8192	13	Abruzzo	59	2018-02-18
8193	14	Molise	15	2018-02-18
8194	15	Campania	197	2018-02-18
8195	16	Puglia	116	2018-02-18
8196	17	Basilicata	25	2018-02-18
8197	18	Calabria	68	2018-02-18
8198	19	Sicilia	164	2018-02-18
8199	20	Sardegna	74	2018-02-18
8200	1	Piemonte	185	2018-02-19
8201	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-19
8202	3	Lombardia	319	2018-02-19
8203	4	Trentino-Alto Adige/Südtirol	33	2018-02-19
8204	5	Veneto	180	2018-02-19
8205	6	Friuli-Venezia Giulia	50	2018-02-19
8206	7	Liguria	80	2018-02-19
8207	8	Emilia-Romagna	173	2018-02-19
8208	9	Toscana	132	2018-02-19
8209	10	Umbria	39	2018-02-19
8210	11	Marche	51	2018-02-19
8211	12	Lazio	177	2018-02-19
8212	13	Abruzzo	59	2018-02-19
8213	14	Molise	15	2018-02-19
8214	15	Campania	197	2018-02-19
8215	16	Puglia	116	2018-02-19
8216	17	Basilicata	25	2018-02-19
8217	18	Calabria	68	2018-02-19
8218	19	Sicilia	164	2018-02-19
8219	20	Sardegna	74	2018-02-19
8220	1	Piemonte	185	2018-02-20
8221	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-20
8222	3	Lombardia	319	2018-02-20
8223	4	Trentino-Alto Adige/Südtirol	33	2018-02-20
8224	5	Veneto	180	2018-02-20
8225	6	Friuli-Venezia Giulia	50	2018-02-20
8226	7	Liguria	80	2018-02-20
8227	8	Emilia-Romagna	173	2018-02-20
8228	9	Toscana	132	2018-02-20
8229	10	Umbria	39	2018-02-20
8230	11	Marche	51	2018-02-20
8231	12	Lazio	177	2018-02-20
8232	13	Abruzzo	59	2018-02-20
8233	14	Molise	15	2018-02-20
8234	15	Campania	197	2018-02-20
8235	16	Puglia	116	2018-02-20
8236	17	Basilicata	25	2018-02-20
8237	18	Calabria	68	2018-02-20
8238	19	Sicilia	164	2018-02-20
8239	20	Sardegna	74	2018-02-20
8240	1	Piemonte	185	2018-02-21
8241	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-21
8242	3	Lombardia	319	2018-02-21
8243	4	Trentino-Alto Adige/Südtirol	33	2018-02-21
8244	5	Veneto	180	2018-02-21
8245	6	Friuli-Venezia Giulia	50	2018-02-21
8246	7	Liguria	80	2018-02-21
8247	8	Emilia-Romagna	173	2018-02-21
8248	9	Toscana	132	2018-02-21
8249	10	Umbria	39	2018-02-21
8250	11	Marche	51	2018-02-21
8251	12	Lazio	177	2018-02-21
8252	13	Abruzzo	59	2018-02-21
8253	14	Molise	15	2018-02-21
8254	15	Campania	197	2018-02-21
8255	16	Puglia	116	2018-02-21
8256	17	Basilicata	25	2018-02-21
8257	18	Calabria	68	2018-02-21
8258	19	Sicilia	164	2018-02-21
8259	20	Sardegna	74	2018-02-21
8260	1	Piemonte	185	2018-02-22
8261	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-22
8262	3	Lombardia	319	2018-02-22
8263	4	Trentino-Alto Adige/Südtirol	33	2018-02-22
8264	5	Veneto	180	2018-02-22
8265	6	Friuli-Venezia Giulia	50	2018-02-22
8266	7	Liguria	80	2018-02-22
8267	8	Emilia-Romagna	173	2018-02-22
8268	9	Toscana	132	2018-02-22
8269	10	Umbria	39	2018-02-22
8270	11	Marche	51	2018-02-22
8271	12	Lazio	177	2018-02-22
8272	13	Abruzzo	59	2018-02-22
8273	14	Molise	15	2018-02-22
8274	15	Campania	197	2018-02-22
8275	16	Puglia	116	2018-02-22
8276	17	Basilicata	25	2018-02-22
8277	18	Calabria	68	2018-02-22
8278	19	Sicilia	164	2018-02-22
8279	20	Sardegna	74	2018-02-22
8280	1	Piemonte	185	2018-02-23
8281	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-23
8282	3	Lombardia	319	2018-02-23
8283	4	Trentino-Alto Adige/Südtirol	33	2018-02-23
8284	5	Veneto	180	2018-02-23
8285	6	Friuli-Venezia Giulia	50	2018-02-23
8286	7	Liguria	80	2018-02-23
8287	8	Emilia-Romagna	173	2018-02-23
8288	9	Toscana	132	2018-02-23
8289	10	Umbria	39	2018-02-23
8290	11	Marche	51	2018-02-23
8291	12	Lazio	177	2018-02-23
8292	13	Abruzzo	59	2018-02-23
8293	14	Molise	15	2018-02-23
8294	15	Campania	197	2018-02-23
8295	16	Puglia	116	2018-02-23
8296	17	Basilicata	25	2018-02-23
8297	18	Calabria	68	2018-02-23
8298	19	Sicilia	164	2018-02-23
8299	20	Sardegna	74	2018-02-23
8300	1	Piemonte	185	2018-02-24
8301	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-24
8302	3	Lombardia	319	2018-02-24
8303	4	Trentino-Alto Adige/Südtirol	33	2018-02-24
8304	5	Veneto	180	2018-02-24
8305	6	Friuli-Venezia Giulia	50	2018-02-24
8306	7	Liguria	80	2018-02-24
8307	8	Emilia-Romagna	173	2018-02-24
8308	9	Toscana	132	2018-02-24
8309	10	Umbria	39	2018-02-24
8310	11	Marche	51	2018-02-24
8311	12	Lazio	177	2018-02-24
8312	13	Abruzzo	59	2018-02-24
8313	14	Molise	15	2018-02-24
8314	15	Campania	197	2018-02-24
8315	16	Puglia	116	2018-02-24
8316	17	Basilicata	25	2018-02-24
8317	18	Calabria	68	2018-02-24
8318	19	Sicilia	164	2018-02-24
8319	20	Sardegna	74	2018-02-24
8320	1	Piemonte	185	2018-02-25
8321	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-25
8322	3	Lombardia	319	2018-02-25
8323	4	Trentino-Alto Adige/Südtirol	33	2018-02-25
8324	5	Veneto	180	2018-02-25
8325	6	Friuli-Venezia Giulia	50	2018-02-25
8326	7	Liguria	80	2018-02-25
8327	8	Emilia-Romagna	173	2018-02-25
8328	9	Toscana	132	2018-02-25
8329	10	Umbria	39	2018-02-25
8330	11	Marche	51	2018-02-25
8331	12	Lazio	177	2018-02-25
8332	13	Abruzzo	59	2018-02-25
8333	14	Molise	15	2018-02-25
8334	15	Campania	197	2018-02-25
8335	16	Puglia	116	2018-02-25
8336	17	Basilicata	25	2018-02-25
8337	18	Calabria	68	2018-02-25
8338	19	Sicilia	164	2018-02-25
8339	20	Sardegna	74	2018-02-25
8340	1	Piemonte	185	2018-02-26
8341	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-26
8342	3	Lombardia	319	2018-02-26
8343	4	Trentino-Alto Adige/Südtirol	33	2018-02-26
8344	5	Veneto	180	2018-02-26
8345	6	Friuli-Venezia Giulia	50	2018-02-26
8346	7	Liguria	80	2018-02-26
8347	8	Emilia-Romagna	173	2018-02-26
8348	9	Toscana	132	2018-02-26
8349	10	Umbria	39	2018-02-26
8350	11	Marche	51	2018-02-26
8351	12	Lazio	177	2018-02-26
8352	13	Abruzzo	59	2018-02-26
8353	14	Molise	15	2018-02-26
8354	15	Campania	197	2018-02-26
8355	16	Puglia	116	2018-02-26
8356	17	Basilicata	25	2018-02-26
8357	18	Calabria	68	2018-02-26
8358	19	Sicilia	164	2018-02-26
8359	20	Sardegna	74	2018-02-26
8360	1	Piemonte	185	2018-02-27
8361	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-27
8362	3	Lombardia	319	2018-02-27
8363	4	Trentino-Alto Adige/Südtirol	33	2018-02-27
8364	5	Veneto	180	2018-02-27
8365	6	Friuli-Venezia Giulia	50	2018-02-27
8366	7	Liguria	80	2018-02-27
8367	8	Emilia-Romagna	173	2018-02-27
8368	9	Toscana	132	2018-02-27
8369	10	Umbria	39	2018-02-27
8370	11	Marche	51	2018-02-27
8371	12	Lazio	177	2018-02-27
8372	13	Abruzzo	59	2018-02-27
8373	14	Molise	15	2018-02-27
8374	15	Campania	197	2018-02-27
8375	16	Puglia	116	2018-02-27
8376	17	Basilicata	25	2018-02-27
8377	18	Calabria	68	2018-02-27
8378	19	Sicilia	164	2018-02-27
8379	20	Sardegna	74	2018-02-27
8380	1	Piemonte	185	2018-02-28
8381	2	Valle d'Aosta/Vallée d'Aoste	3	2018-02-28
8382	3	Lombardia	319	2018-02-28
8383	4	Trentino-Alto Adige/Südtirol	33	2018-02-28
8384	5	Veneto	180	2018-02-28
8385	6	Friuli-Venezia Giulia	50	2018-02-28
8386	7	Liguria	80	2018-02-28
8387	8	Emilia-Romagna	173	2018-02-28
8388	9	Toscana	132	2018-02-28
8389	10	Umbria	39	2018-02-28
8390	11	Marche	51	2018-02-28
8391	12	Lazio	177	2018-02-28
8392	13	Abruzzo	59	2018-02-28
8393	14	Molise	15	2018-02-28
8394	15	Campania	197	2018-02-28
8395	16	Puglia	116	2018-02-28
8396	17	Basilicata	25	2018-02-28
8397	18	Calabria	68	2018-02-28
8398	19	Sicilia	164	2018-02-28
8399	20	Sardegna	74	2018-02-28
8400	1	Piemonte	179	2018-03-01
8401	2	Valle d'Aosta/Vallée d'Aoste	6	2018-03-01
8402	3	Lombardia	291	2018-03-01
8403	4	Trentino-Alto Adige/Südtirol	33	2018-03-01
8404	5	Veneto	149	2018-03-01
8405	6	Friuli-Venezia Giulia	50	2018-03-01
8406	7	Liguria	79	2018-03-01
8407	8	Emilia-Romagna	176	2018-03-01
8408	9	Toscana	153	2018-03-01
8409	10	Umbria	40	2018-03-01
8410	11	Marche	47	2018-03-01
8411	12	Lazio	194	2018-03-01
8412	13	Abruzzo	50	2018-03-01
8413	14	Molise	15	2018-03-01
8414	15	Campania	190	2018-03-01
8415	16	Puglia	131	2018-03-01
8416	17	Basilicata	17	2018-03-01
8417	18	Calabria	60	2018-03-01
8418	19	Sicilia	158	2018-03-01
8419	20	Sardegna	60	2018-03-01
8420	1	Piemonte	179	2018-03-02
8421	2	Valle d'Aosta/Vallée d'Aoste	6	2018-03-02
8422	3	Lombardia	291	2018-03-02
8423	4	Trentino-Alto Adige/Südtirol	33	2018-03-02
8424	5	Veneto	149	2018-03-02
8425	6	Friuli-Venezia Giulia	50	2018-03-02
8426	7	Liguria	79	2018-03-02
8427	8	Emilia-Romagna	176	2018-03-02
8428	9	Toscana	153	2018-03-02
8429	10	Umbria	40	2018-03-02
8430	11	Marche	47	2018-03-02
8431	12	Lazio	194	2018-03-02
8432	13	Abruzzo	50	2018-03-02
8433	14	Molise	15	2018-03-02
8434	15	Campania	190	2018-03-02
8435	16	Puglia	131	2018-03-02
8436	17	Basilicata	17	2018-03-02
8437	18	Calabria	60	2018-03-02
8438	19	Sicilia	158	2018-03-02
8439	20	Sardegna	60	2018-03-02
8440	1	Piemonte	179	2018-03-03
8441	2	Valle d'Aosta/Vallée d'Aoste	6	2018-03-03
8442	3	Lombardia	291	2018-03-03
8443	4	Trentino-Alto Adige/Südtirol	33	2018-03-03
8444	5	Veneto	149	2018-03-03
8445	6	Friuli-Venezia Giulia	50	2018-03-03
8446	7	Liguria	79	2018-03-03
8447	8	Emilia-Romagna	176	2018-03-03
8448	9	Toscana	153	2018-03-03
