	date	death	  0 - 30	30 - 50	50 - 55	55 - 60	60 - 65	65 - 70	70 - 75	75 - 80 	80 - 85	85 - 90	90 - 95	95 - 100	100 u. mehr
354	2016-12-20	2788	24	82	74	93	122	171	214	442	480	505	423	137	21
355	2016-12-21	2716	23	71	66	76	132	181	206	441	501	506	353	128	32
356	2016-12-22	2765	27	69	50	116	133	179	246	413	494	516	377	124	21
357	2016-12-23	2729	20	62	73	106	141	187	218	407	506	519	350	116	24
358	2016-12-24	2918	18	71	62	100	136	193	264	440	501	561	414	143	15
359	2016-12-25	2712	19	48	59	83	145	190	176	418	526	521	392	120	15
360	2016-12-26	2781	18	62	52	97	116	169	210	446	495	541	425	128	22
361	2016-12-27	2839	27	62	63	90	145	200	242	428	464	541	420	131	26
362	2016-12-28	2831	14	80	60	102	155	196	236	426	470	535	397	138	22
363	2016-12-29	2751	19	66	57	92	117	176	246	406	488	522	413	123	26
364	2016-12-30	2834	30	61	66	108	131	192	231	391	521	536	409	140	18
365	2016-12-31	2796	25	78	72	93	127	159	231	413	497	554	409	118	20
366	2017-01-01	2912	24	61	65	95	143	192	247	405	525	573	411	151	20
367	2017-01-02	3085	28	96	72	106	161	170	247	456	516	626	437	152	18
368	2017-01-03	2923	33	65	68	114	117	189	235	425	526	575	419	137	20
369	2017-01-04	2973	25	74	61	126	136	177	249	431	558	546	431	136	23
370	2017-01-05	3055	23	75	85	106	141	180	236	449	531	598	447	161	23
371	2017-01-06	2979	12	77	65	110	156	169	212	474	522	585	428	152	17
372	2017-01-07	2949	25	50	54	110	135	228	218	445	492	568	461	149	14
373	2017-01-08	2954	20	63	63	103	154	181	229	439	501	570	447	158	26
374	2017-01-09	3088	29	74	70	115	140	207	257	472	536	566	473	128	21
375	2017-01-10	3256	22	65	81	106	166	191	242	501	571	615	494	180	22
376	2017-01-11	3213	28	70	70	111	146	188	269	474	577	606	488	171	15
377	2017-01-12	3145	23	71	73	115	138	213	244	431	563	609	481	162	22
378	2017-01-13	3240	20	64	64	111	152	205	240	456	561	672	523	149	23
379	2017-01-14	3079	28	76	49	105	139	187	265	433	550	602	466	149	30
380	2017-01-15	3049	21	73	86	76	139	184	237	460	515	619	467	149	23
381	2017-01-16	3036	24	75	81	124	193	184	250	428	506	545	434	170	22
382	2017-01-17	3011	20	62	64	130	158	188	240	466	530	561	419	150	23
383	2017-01-18	2956	18	66	61	95	124	173	253	461	534	559	435	161	16
384	2017-01-19	3077	23	62	59	111	140	188	255	444	513	623	461	169	29
385	2017-01-20	3073	24	67	71	100	136	211	252	463	528	584	445	168	24
386	2017-01-21	3120	25	63	75	90	135	202	225	461	544	647	470	160	23
387	2017-01-22	2963	23	55	49	106	135	187	222	433	497	597	483	146	30
388	2017-01-23	3151	18	66	70	121	167	179	238	437	545	633	466	177	34
389	2017-01-24	3226	28	73	62	109	136	203	248	466	602	648	469	152	30
390	2017-01-25	3155	24	52	59	102	172	187	265	460	549	628	463	173	21
391	2017-01-26	3196	26	72	65	106	148	152	238	465	583	642	513	164	22
392	2017-01-27	3167	19	79	59	91	139	180	276	467	566	638	438	183	32
393	2017-01-28	3114	24	55	63	100	159	182	249	484	572	590	446	164	26
394	2017-01-29	3074	31	59	64	88	133	177	228	447	542	626	491	161	27
395	2017-01-30	3404	23	77	73	143	147	215	262	524	574	663	496	172	35
396	2017-01-31	3410	23	69	69	121	125	198	277	525	606	653	546	174	24
397	2017-02-01	3290	18	62	69	110	143	195	272	472	546	678	530	161	34
398	2017-02-02	3316	18	63	62	108	153	213	249	500	561	674	514	174	27
399	2017-02-03	3535	16	64	74	136	153	227	261	481	650	725	535	190	23
400	2017-02-04	3427	35	64	83	104	140	217	263	516	628	650	536	162	29
401	2017-02-05	3258	23	54	63	117	131	193	264	475	537	667	518	196	20
402	2017-02-06	3286	25	80	89	115	128	206	241	512	582	672	449	166	21
403	2017-02-07	3338	23	65	62	102	176	206	255	491	577	642	533	182	24
404	2017-02-08	3232	24	68	66	120	141	181	267	461	566	658	503	155	22
405	2017-02-09	3217	15	83	68	91	159	182	279	481	580	618	482	155	24
406	2017-02-10	3360	24	72	81	103	145	183	238	517	593	686	486	206	26
407	2017-02-11	3168	19	74	61	100	144	207	268	451	575	618	465	165	21
408	2017-02-12	3144	19	63	71	94	134	182	233	430	573	651	482	189	23
409	2017-02-13	3298	20	69	74	111	136	183	247	526	578	653	516	153	32
410	2017-02-14	3222	22	70	72	105	137	195	267	508	548	637	488	152	21
411	2017-02-15	3292	20	78	75	105	163	170	261	519	578	631	512	150	30
412	2017-02-16	3342	21	72	69	99	173	188	237	464	625	679	520	165	30
413	2017-02-17	3268	19	71	60	109	153	204	264	504	555	600	523	181	25
414	2017-02-18	3209	27	65	72	126	140	163	249	477	596	615	479	174	26
415	2017-02-19	3052	25	64	68	96	149	174	233	438	546	603	475	159	22
416	2017-02-20	3314	24	93	75	104	141	208	255	459	567	690	479	193	26
417	2017-02-21	3221	27	52	57	108	148	199	253	490	590	648	469	149	31
418	2017-02-22	3307	23	75	57	110	159	215	269	461	581	649	525	162	21
419	2017-02-23	3351	30	80	70	124	179	243	285	456	548	623	526	165	22
420	2017-02-24	3104	26	74	56	101	125	180	247	475	540	635	478	153	14
421	2017-02-25	3025	21	65	67	93	147	161	225	447	524	631	452	172	20
422	2017-02-26	2945	25	75	50	99	121	175	225	432	538	590	442	148	25
423	2017-02-27	3131	24	67	67	127	130	182	233	439	593	600	478	170	21
424	2017-02-28	2999	15	66	65	83	153	184	236	459	551	574	429	160	24
425	2017-03-01	3121	29	89	60	111	148	187	262	457	544	622	430	160	22
426	2017-03-02	2990	15	78	64	108	139	189	218	450	523	574	450	161	21
427	2017-03-03	2944	21	82	54	87	142	190	232	432	544	559	412	166	23
428	2017-03-04	2960	28	59	69	93	121	210	225	451	522	575	405	172	30
429	2017-03-05	2785	22	79	59	97	105	170	206	411	503	544	414	156	19
430	2017-03-06	2907	25	81	78	118	154	183	230	414	510	543	384	162	25
431	2017-03-07	2724	22	67	61	92	124	204	213	383	482	504	402	150	20
432	2017-03-08	2695	14	59	64	95	122	142	234	416	508	516	376	132	17
433	2017-03-09	2758	22	57	66	109	122	189	225	401	501	544	371	125	26
434	2017-03-10	2789	20	73	77	112	129	177	234	422	436	562	391	127	29
435	2017-03-11	2659	30	64	73	76	123	161	234	373	461	500	394	151	19
436	2017-03-12	2570	23	67	53	94	123	187	196	390	450	509	340	121	17
437	2017-03-13	2680	30	73	61	97	150	164	208	422	467	499	367	121	21
438	2017-03-14	2685	29	72	66	103	128	172	244	397	487	460	370	139	18
439	2017-03-15	2662	26	54	66	116	132	157	200	448	471	472	399	106	15
440	2017-03-16	2654	26	71	54	96	154	186	198	417	418	490	403	124	17
441	2017-03-17	2667	17	63	66	100	147	171	218	418	467	508	349	123	20
442	2017-03-18	2671	19	54	55	105	114	196	208	392	485	523	373	136	11
443	2017-03-19	2646	22	78	66	83	118	160	210	378	488	465	419	142	17
444	2017-03-20	2627	19	77	75	112	117	193	218	386	445	506	354	110	15
445	2017-03-21	2604	17	54	59	108	136	183	204	399	448	507	338	135	16
446	2017-03-22	2557	24	76	64	119	126	166	191	394	421	485	339	133	19
447	2017-03-23	2572	16	57	67	98	138	164	209	390	488	444	365	119	17
448	2017-03-24	2617	16	82	56	79	128	192	219	426	473	460	342	127	17
449	2017-03-25	2501	19	56	58	87	131	144	195	381	449	501	343	115	22
450	2017-03-26	2162	26	52	54	82	111	147	170	329	381	413	290	96	11
451	2017-03-27	2548	18	58	53	81	124	186	190	379	487	520	340	103	9
452	2017-03-28	2514	27	61	66	94	101	174	220	382	432	484	338	124	11
453	2017-03-29	2573	30	65	71	104	102	166	205	405	437	490	367	116	15
454	2017-03-30	2505	26	69	62	96	130	169	185	417	446	465	319	109	12
455	2017-03-31	2587	19	51	68	102	153	191	221	383	442	478	312	147	20
456	2017-04-01	2527	13	73	72	91	133	177	179	368	468	460	363	112	18
457	2017-04-02	2477	12	71	63	101	95	134	200	405	433	482	349	115	17
458	2017-04-03	2498	31	67	65	113	134	171	204	362	437	441	348	110	15
459	2017-04-04	2418	21	51	72	94	120	154	201	380	394	462	340	107	22
460	2017-04-05	2519	13	60	53	89	130	184	229	386	432	492	330	105	16
461	2017-04-06	2370	20	61	50	92	125	186	198	351	412	441	321	102	11
462	2017-04-07	2465	21	64	76	77	123	157	209	370	454	468	321	110	15
463	2017-04-08	2417	25	52	60	89	124	147	226	363	436	452	319	107	17
464	2017-04-09	2341	21	66	54	101	123	161	175	373	378	435	319	121	14
465	2017-04-10	2483	17	85	63	119	133	153	207	401	438	444	283	118	22
466	2017-04-11	2398	19	74	63	86	136	179	191	364	405	451	319	103	8
467	2017-04-12	2474	14	61	48	103	149	171	234	377	441	425	324	108	19
468	2017-04-13	2486	22	70	58	106	125	158	190	394	471	424	335	119	14
469	2017-04-14	2375	16	65	55	80	126	145	183	357	413	458	343	117	17
470	2017-04-15	2411	27	70	64	106	118	155	195	351	436	446	319	109	15
471	2017-04-16	2274	23	59	47	101	119	148	179	338	390	433	306	113	18
472	2017-04-17	2290	27	73	53	94	106	146	205	339	380	433	325	90	19
473	2017-04-18	2431	23	60	49	104	125	145	208	375	423	446	357	105	11
474	2017-04-19	2304	29	57	65	91	123	156	196	367	399	408	300	99	14
475	2017-04-20	2387	18	55	52	89	128	162	227	404	409	446	298	92	7
476	2017-04-21	2404	23	60	70	102	130	167	196	359	428	413	329	117	10
477	2017-04-22	2428	25	58	52	85	117	173	199	388	415	456	330	124	6
478	2017-04-23	2393	21	53	64	88	122	155	203	352	418	465	345	93	14
479	2017-04-24	2499	17	69	59	109	135	149	199	375	472	457	330	116	12
480	2017-04-25	2523	18	71	67	118	141	170	218	355	481	446	309	116	13
481	2017-04-26	2544	19	60	68	91	131	155	262	369	424	509	314	125	17
482	2017-04-27	2558	22	83	60	93	146	178	208	391	425	472	353	116	11
483	2017-04-28	2606	26	71	65	99	170	172	258	369	444	432	374	108	18
484	2017-04-29	2475	22	69	59	90	137	162	203	376	434	452	330	117	24
485	2017-04-30	2429	24	70	61	87	150	139	213	374	419	425	344	104	19
486	2017-05-01	2391	20	76	61	81	119	161	199	360	381	474	328	112	19
487	2017-05-02	2508	17	75	72	93	138	190	201	376	438	440	332	116	20
488	2017-05-03	2459	25	78	65	96	130	177	176	384	408	446	344	118	12
489	2017-05-04	2496	21	76	58	97	153	174	184	370	451	455	334	108	15
490	2017-05-05	2472	16	47	72	86	129	182	238	373	421	436	345	111	16
491	2017-05-06	2431	26	60	61	95	129	185	199	365	452	440	292	111	16
492	2017-05-07	2372	26	72	65	91	126	136	186	367	404	471	308	107	13
493	2017-05-08	2460	12	73	70	98	136	179	189	413	436	424	313	108	9
494	2017-05-09	2324	15	67	61	69	128	162	198	368	415	403	314	112	12
495	2017-05-10	2455	25	69	67	104	133	162	215	342	438	449	340	101	10
496	2017-05-11	2510	16	65	66	91	119	166	211	364	450	461	350	125	26
497	2017-05-12	2588	32	69	63	109	147	179	206	382	452	481	339	113	16
498	2017-05-13	2515	17	73	62	105	132	174	222	362	438	464	331	120	15
499	2017-05-14	2491	11	77	42	93	139	158	198	427	455	436	336	109	10
500	2017-05-15	2353	21	76	63	107	124	180	209	362	370	438	279	111	13
501	2017-05-16	2475	13	57	62	97	129	173	211	380	433	479	324	103	14
502	2017-05-17	2625	31	78	71	76	142	215	199	400	454	484	341	112	22
503	2017-05-18	2593	22	67	76	90	124	185	215	391	489	492	327	106	9
504	2017-05-19	2515	24	44	70	92	126	163	198	350	450	497	365	114	22
505	2017-05-20	2342	20	65	69	105	116	137	195	362	422	427	311	92	21
506	2017-05-21	2176	25	65	49	91	105	142	156	294	408	411	310	109	11
507	2017-05-22	2346	20	80	62	99	115	160	191	361	423	429	280	112	14
508	2017-05-23	2399	25	71	70	84	131	172	196	356	456	425	296	105	12
509	2017-05-24	2392	19	58	60	109	122	168	210	351	435	412	326	114	8
510	2017-05-25	2231	26	57	74	70	105	159	174	325	392	443	296	96	14
511	2017-05-26	2442	22	55	62	100	132	179	211	374	439	452	292	106	18
512	2017-05-27	2304	23	72	52	89	134	160	176	338	391	438	312	103	16
513	2017-05-28	2337	25	52	79	79	134	166	184	344	411	406	315	123	19
514	2017-05-29	2655	17	75	71	104	134	179	239	396	433	494	370	121	22
515	2017-05-30	2534	22	67	64	101	151	157	203	371	450	473	335	128	12
516	2017-05-31	2492	22	58	64	118	122	173	216	394	445	431	313	118	18
517	2017-06-01	2326	18	70	67	86	123	161	176	363	404	435	302	108	13
518	2017-06-02	2368	23	60	54	107	128	174	197	373	427	413	296	102	14
519	2017-06-03	2306	18	64	66	78	127	147	179	330	443	439	299	105	11
520	2017-06-04	2221	20	63	66	81	109	137	193	332	397	412	301	93	17
521	2017-06-05	2137	25	54	57	96	113	127	157	324	380	424	258	112	10
522	2017-06-06	2324	25	76	63	88	128	158	182	341	401	431	302	110	19
523	2017-06-07	2273	20	62	65	115	125	161	191	340	391	379	302	106	16
524	2017-06-08	2260	22	61	76	92	128	151	208	336	388	420	273	92	13
525	2017-06-09	2385	28	69	62	86	140	178	174	339	423	439	326	97	24
526	2017-06-10	2261	20	60	54	82	118	166	180	335	419	405	298	111	13
527	2017-06-11	2206	21	75	58	107	114	156	191	316	393	387	272	105	11
528	2017-06-12	2407	17	75	63	90	124	177	192	364	412	437	333	104	19
529	2017-06-13	2302	23	63	68	98	124	138	171	354	386	432	320	109	16
530	2017-06-14	2247	23	64	46	97	120	145	192	355	398	387	324	85	11
531	2017-06-15	2394	28	57	63	91	116	189	196	368	409	419	322	121	15
532	2017-06-16	2302	20	65	53	86	125	166	191	340	423	397	338	84	14
533	2017-06-17	2171	15	48	61	97	118	153	160	337	399	386	293	91	13
534	2017-06-18	2264	16	74	65	103	122	146	159	347	379	415	308	122	8
535	2017-06-19	2335	18	83	69	99	127	167	186	351	409	404	318	96	8
536	2017-06-20	2470	22	66	59	110	129	183	204	374	415	441	338	113	16
537	2017-06-21	2342	28	71	65	100	127	152	203	357	413	389	313	110	14
538	2017-06-22	2545	22	69	50	98	157	182	213	391	444	447	360	96	16
539	2017-06-23	2551	24	67	63	80	148	186	220	376	431	475	343	122	16
540	2017-06-24	2316	19	61	64	96	134	169	175	339	416	397	308	118	20
541	2017-06-25	2260	27	64	58	92	113	147	189	316	445	378	324	94	13
542	2017-06-26	2361	18	58	50	91	132	164	210	371	414	417	308	115	13
543	2017-06-27	2281	19	66	62	96	111	159	184	352	370	444	318	88	12
544	2017-06-28	2392	27	66	50	97	135	172	193	364	417	454	284	115	18
545	2017-06-29	2355	17	74	65	110	126	160	180	365	443	396	300	105	14
546	2017-06-30	2282	18	50	65	100	127	180	177	333	389	416	307	109	11
547	2017-07-01	2218	27	52	52	90	114	161	183	330	393	395	307	98	16
548	2017-07-02	2187	27	47	37	74	110	158	199	352	377	403	306	88	9
549	2017-07-03	2309	25	78	61	100	128	186	191	348	372	435	282	90	13
550	2017-07-04	2223	16	69	62	80	123	162	179	334	388	410	294	95	11
551	2017-07-05	2366	27	60	61	92	112	186	218	356	427	391	324	102	10
552	2017-07-06	2345	20	66	62	100	107	163	200	340	440	435	287	108	17
553	2017-07-07	2523	18	59	55	95	137	164	206	382	470	459	334	120	24
554	2017-07-08	2395	21	68	63	95	117	156	208	334	439	457	312	113	12
555	2017-07-09	2263	21	56	68	80	130	142	175	342	402	435	307	92	13
556	2017-07-10	2342	24	65	58	97	120	159	187	363	423	431	283	115	17
557	2017-07-11	2373	24	63	62	81	142	179	179	363	412	446	294	116	12
558	2017-07-12	2311	17	59	62	91	142	159	219	324	404	436	283	103	12
559	2017-07-13	2138	20	63	56	78	128	168	194	339	348	380	275	80	9
560	2017-07-14	2158	17	50	64	107	122	158	177	316	384	370	276	103	14
561	2017-07-15	2180	19	73	67	73	116	165	175	342	392	376	286	85	11
562	2017-07-16	2101	17	40	58	82	125	138	156	322	398	368	278	104	15
563	2017-07-17	2246	17	57	58	89	114	157	213	339	426	380	302	86	8
564	2017-07-18	2386	17	66	54	108	134	183	186	374	409	429	293	119	14
565	2017-07-19	2384	21	56	63	93	144	177	183	362	389	475	295	115	11
566	2017-07-20	2461	19	63	60	95	142	184	211	358	447	461	289	115	17
567	2017-07-21	2406	23	52	58	102	138	170	204	380	403	430	307	117	22
568	2017-07-22	2427	17	60	58	107	108	177	198	379	400	460	324	121	18
569	2017-07-23	2279	16	60	54	95	113	174	191	344	420	411	277	111	13
570	2017-07-24	2258	21	65	65	100	115	178	181	324	374	426	296	98	15
571	2017-07-25	2248	19	53	62	100	114	163	200	371	404	364	292	97	9
572	2017-07-26	2285	17	75	69	100	133	156	178	353	404	426	265	98	11
573	2017-07-27	2317	21	68	53	92	138	146	179	362	403	458	290	100	7
574	2017-07-28	2240	27	46	59	87	115	160	177	343	404	408	307	91	16
575	2017-07-29	2354	20	64	53	89	124	140	224	376	395	418	322	115	14
576	2017-07-30	2356	23	63	58	91	134	166	187	345	442	439	297	98	13
577	2017-07-31	2332	18	75	75	87	121	190	181	335	401	415	315	108	11
578	2017-08-01	2528	14	69	69	105	137	189	181	399	453	465	326	110	11
579	2017-08-02	2394	22	77	60	93	142	168	211	357	427	420	282	120	15
580	2017-08-03	2454	19	62	49	92	142	186	171	392	428	436	329	135	13
581	2017-08-04	2374	14	53	60	118	151	168	210	352	416	418	291	109	14
582	2017-08-05	2260	23	76	56	82	106	137	205	313	381	447	299	120	15
583	2017-08-06	2152	22	59	58	69	120	149	171	343	345	422	268	112	14
584	2017-08-07	2223	20	58	52	97	122	160	209	317	392	396	274	115	11
585	2017-08-08	2414	26	65	51	91	124	187	197	373	437	415	320	109	19
586	2017-08-09	2301	18	65	45	93	128	141	195	384	394	423	294	105	16
587	2017-08-10	2261	14	57	55	89	117	176	171	347	391	406	318	99	21
588	2017-08-11	2239	25	58	51	90	116	161	187	324	389	417	287	119	15
589	2017-08-12	2172	29	59	57	94	128	161	169	305	394	395	285	87	9
590	2017-08-13	2174	23	74	51	87	119	131	196	338	363	375	293	107	17
591	2017-08-14	2293	25	59	59	79	137	181	172	334	384	422	305	124	12
592	2017-08-15	2299	16	63	58	100	126	160	213	346	409	402	268	129	9
593	2017-08-16	2469	24	71	61	82	140	173	221	396	447	410	316	114	14
594	2017-08-17	2320	24	63	73	82	101	169	165	353	412	453	314	94	17
595	2017-08-18	2414	28	71	63	88	142	184	196	334	439	425	307	128	9
596	2017-08-19	2259	21	71	59	88	132	166	192	312	409	413	284	104	8
597	2017-08-20	2095	22	52	56	70	136	168	171	305	367	373	271	88	16
598	2017-08-21	2201	21	50	62	85	103	179	199	325	396	409	258	101	13
599	2017-08-22	2206	18	60	53	81	143	183	185	279	366	421	295	106	16
600	2017-08-23	2157	22	65	52	86	98	161	170	338	354	425	285	85	16
601	2017-08-24	2391	19	58	69	92	138	144	202	355	408	456	336	102	12
602	2017-08-25	2323	15	62	55	106	131	158	198	344	430	378	321	114	11
603	2017-08-26	2377	13	61	61	85	150	158	185	367	416	456	314	93	18
604	2017-08-27	2225	21	58	78	84	123	149	181	305	384	403	324	103	12
605	2017-08-28	2282	10	53	65	99	123	183	181	334	422	408	286	105	13
606	2017-08-29	2398	26	77	61	101	145	151	206	361	416	448	283	106	17
607	2017-08-30	2484	27	63	60	91	117	180	190	359	467	456	333	126	15
608	2017-08-31	2350	20	59	62	88	138	166	194	344	449	404	297	116	13
609	2017-09-01	2205	18	51	47	101	96	149	178	311	424	438	281	99	12
610	2017-09-02	2239	27	55	56	85	109	174	174	313	401	396	339	93	17
611	2017-09-03	2106	18	61	55	79	116	138	183	307	366	403	270	97	13
612	2017-09-04	2180	15	65	57	99	125	155	174	341	378	376	284	96	15
613	2017-09-05	2231	24	66	69	107	123	154	163	331	421	400	267	90	16
614	2017-09-06	2335	22	63	61	94	122	178	199	358	375	423	294	130	16
615	2017-09-07	2233	19	57	58	86	123	190	193	336	354	429	277	94	17
616	2017-09-08	2223	11	69	64	88	117	134	193	322	414	376	305	120	10
617	2017-09-09	2314	19	65	56	84	114	159	207	314	427	431	311	116	11
618	2017-09-10	2191	17	57	61	103	97	142	176	352	410	402	266	91	17
619	2017-09-11	2341	27	63	75	93	125	179	178	368	436	425	274	84	14
620	2017-09-12	2294	14	69	54	91	106	159	202	341	437	425	300	81	15
621	2017-09-13	2334	14	50	72	77	122	159	210	379	413	444	284	103	7
622	2017-09-14	2305	24	57	58	76	123	172	205	353	380	429	294	122	12
623	2017-09-15	2284	20	75	62	97	124	165	201	359	397	392	283	103	6
624	2017-09-16	2330	22	75	47	85	108	200	191	354	402	424	312	100	10
625	2017-09-17	2259	27	40	70	87	109	150	165	374	405	395	312	117	8
626	2017-09-18	2271	26	51	67	91	133	164	199	344	367	400	319	99	11
627	2017-09-19	2382	21	80	50	90	117	167	196	389	422	421	312	102	15
628	2017-09-20	2280	24	56	56	78	131	152	224	354	386	399	293	112	15
629	2017-09-21	2420	21	67	73	76	144	151	203	342	427	454	332	117	13
630	2017-09-22	2434	25	86	53	80	130	151	190	354	433	451	335	131	15
631	2017-09-23	2392	22	69	70	88	124	166	197	349	408	460	318	110	11
632	2017-09-24	2326	14	80	62	88	113	153	191	342	457	434	272	103	17
633	2017-09-25	2379	18	64	61	72	126	156	210	334	439	452	327	109	11
634	2017-09-26	2370	24	65	63	95	109	163	170	374	411	456	309	123	8
635	2017-09-27	2428	26	65	43	94	125	198	195	353	430	470	316	98	15
636	2017-09-28	2390	26	57	45	112	109	164	219	381	461	381	303	115	17
637	2017-09-29	2490	14	59	50	102	149	162	188	397	440	458	343	117	11
638	2017-09-30	2427	22	61	62	106	92	157	197	364	430	464	331	132	9
639	2017-10-01	2263	21	56	59	92	120	135	188	339	397	415	301	122	18
640	2017-10-02	2441	16	81	67	89	142	155	187	390	423	446	316	112	17
641	2017-10-03	2342	16	57	56	97	110	137	177	358	419	420	365	112	18
642	2017-10-04	2255	22	76	59	104	107	145	213	349	369	419	283	104	5
643	2017-10-05	2470	13	50	78	101	124	176	203	353	445	473	328	107	19
644	2017-10-06	2426	25	59	71	115	142	182	180	352	455	407	305	119	14
645	2017-10-07	2404	17	62	64	91	123	169	205	336	450	423	332	112	20
646	2017-10-08	2326	16	62	55	100	109	131	189	349	436	421	331	113	14
647	2017-10-09	2424	22	62	66	100	134	176	181	361	429	415	354	105	19
648	2017-10-10	2575	13	57	75	97	151	182	203	340	461	527	337	121	11
649	2017-10-11	2465	19	59	48	75	130	168	210	371	477	443	321	124	20
650	2017-10-12	2516	16	50	56	85	127	197	200	405	447	441	351	126	15
651	2017-10-13	2599	16	61	78	89	127	187	211	399	506	465	320	129	11
652	2017-10-14	2494	21	59	66	92	111	170	193	373	450	465	355	119	20
653	2017-10-15	2397	26	59	60	105	125	145	187	368	410	488	295	115	14
654	2017-10-16	2469	15	57	53	104	112	174	190	366	464	451	350	120	13
655	2017-10-17	2446	20	73	62	85	139	172	199	370	456	450	283	120	17
656	2017-10-18	2450	25	62	56	84	128	187	213	334	455	420	365	108	13
657	2017-10-19	2494	26	67	68	101	132	172	219	344	449	451	319	128	18
658	2017-10-20	2523	23	51	77	99	129	183	211	345	460	470	334	123	18
659	2017-10-21	2439	18	59	85	91	110	155	197	377	446	423	335	128	15
660	2017-10-22	2318	22	77	70	95	125	172	191	324	374	409	334	105	20
661	2017-10-23	2345	23	64	66	101	137	166	188	317	419	430	315	101	18
662	2017-10-24	2480	26	72	58	81	111	159	211	396	464	451	346	92	13
663	2017-10-25	2489	23	67	50	93	144	166	197	371	443	471	335	118	11
664	2017-10-26	2471	21	57	68	96	131	178	205	340	442	470	332	121	10
665	2017-10-27	2434	17	65	66	103	119	168	183	387	426	433	331	122	14
666	2017-10-28	2417	15	49	68	92	124	178	212	327	422	461	337	117	15
667	2017-10-29	2423	30	62	47	70	141	175	193	338	430	455	343	127	12
668	2017-10-30	2315	16	58	65	88	123	168	187	334	409	432	315	106	14
669	2017-10-31	2319	18	50	68	83	121	149	195	361	393	393	361	114	13
670	2017-11-01	2350	15	61	64	87	121	189	166	357	429	416	313	120	12
671	2017-11-02	2388	15	61	67	94	133	165	186	334	432	422	332	126	21
672	2017-11-03	2533	23	75	62	105	136	182	207	361	461	469	327	110	15
673	2017-11-04	2467	15	51	57	103	128	150	225	384	433	460	332	110	19
674	2017-11-05	2390	18	62	58	85	124	165	192	355	415	423	350	129	14
675	2017-11-06	2434	24	61	70	106	142	172	208	352	417	423	314	127	18
676	2017-11-07	2461	18	63	53	89	120	200	208	377	430	450	327	115	11
677	2017-11-08	2425	22	58	49	79	123	172	204	360	436	470	334	104	14
678	2017-11-09	2479	20	61	72	104	120	147	196	400	445	453	325	121	15
679	2017-11-10	2567	19	56	59	93	141	193	194	354	476	526	324	120	12
680	2017-11-11	2525	18	50	62	91	123	168	202	387	465	467	340	139	13
681	2017-11-12	2480	24	60	66	94	140	162	169	388	434	464	343	120	16
682	2017-11-13	2489	19	74	66	82	153	186	188	350	461	441	344	113	12
683	2017-11-14	2578	18	57	67	94	125	173	191	384	436	490	374	152	17
684	2017-11-15	2561	19	66	71	97	140	182	198	407	454	463	339	111	14
685	2017-11-16	2528	23	67	69	97	135	174	201	377	450	459	340	118	18
686	2017-11-17	2496	24	57	63	113	137	169	200	366	440	470	343	101	13
687	2017-11-18	2493	17	66	64	89	148	185	201	357	442	455	331	125	13
688	2017-11-19	2450	14	63	74	88	109	176	205	375	473	440	301	121	11
689	2017-11-20	2501	19	70	64	90	145	200	201	344	425	458	339	131	15
690	2017-11-21	2543	17	62	63	91	131	187	201	378	447	488	365	102	11
691	2017-11-22	2708	15	65	80	107	126	178	213	394	540	486	349	139	16
692	2017-11-23	2635	20	59	80	108	159	187	201	359	455	474	370	148	15
693	2017-11-24	2533	18	65	62	92	119	156	228	358	492	494	303	130	16
694	2017-11-25	2454	24	51	54	88	122	193	215	317	460	438	355	123	14
695	2017-11-26	2303	24	73	47	83	112	162	203	310	403	458	293	119	16
696	2017-11-27	2456	18	63	71	81	124	180	183	362	438	452	357	106	21
697	2017-11-28	2633	20	66	62	109	144	164	215	409	475	479	342	129	19
698	2017-11-29	2550	19	61	61	96	145	178	208	359	463	446	372	126	16
699	2017-11-30	2579	14	77	75	82	128	186	207	417	465	443	346	129	10
700	2017-12-01	2589	19	56	59	99	127	195	198	387	485	474	367	106	17
701	2017-12-02	2525	18	59	70	89	149	201	226	334	467	435	345	117	15
702	2017-12-03	2545	24	69	67	101	114	175	200	380	434	502	348	111	20
703	2017-12-04	2613	22	67	59	99	122	186	192	409	479	491	367	109	11
704	2017-12-05	2557	15	56	86	90	139	161	218	395	444	491	330	116	16
705	2017-12-06	2601	15	63	64	88	118	176	233	382	483	475	350	136	18
706	2017-12-07	2677	33	68	76	101	108	175	221	411	483	510	349	122	20
707	2017-12-08	2614	25	69	67	104	127	178	232	377	458	478	354	125	20
708	2017-12-09	2647	29	42	52	92	128	190	234	366	478	523	357	132	24
709	2017-12-10	2586	24	68	61	102	136	175	177	393	469	487	354	128	12
710	2017-12-11	2724	24	70	62	102	130	189	246	410	505	456	372	136	22
711	2017-12-12	2692	14	62	64	95	162	166	203	413	488	508	350	151	16
712	2017-12-13	2659	22	58	73	90	131	189	213	399	498	496	347	129	14
713	2017-12-14	2705	25	56	63	120	129	179	212	411	527	503	346	119	15
714	2017-12-15	2677	17	71	65	86	129	148	226	408	519	490	376	129	13
715	2017-12-16	2640	22	61	63	96	137	168	202	399	517	497	336	128	14
716	2017-12-17	2407	18	47	56	88	117	147	186	339	458	502	307	133	9
717	2017-12-18	2609	21	61	53	95	134	181	218	393	455	479	370	133	16
718	2017-12-19	2635	15	63	62	88	144	173	206	385	487	506	347	149	10
719	2017-12-20	2626	16	65	74	100	148	176	207	385	461	501	329	150	14
