	date	country	confirmed	death	recovered
5228	4/11/20	Egypt	1939.0	146.0	426.0
5229	4/12/20	Egypt	2065.0	159.0	589.0
5230	4/13/20	Egypt	2190.0	164.0	589.0
5231	4/14/20	Egypt	2350.0	178.0	589.0
5232	4/15/20	Egypt	2505.0	183.0	589.0
5233	4/16/20	Egypt	2673.0	196.0	596.0
5234	4/17/20	Egypt	2844.0	205.0	646.0
5235	4/18/20	Egypt	3032.0	224.0	701.0
5236	4/19/20	Egypt	3144.0	239.0	732.0
5237	4/20/20	Egypt	3333.0	250.0	821.0
5238	4/21/20	Egypt	3490.0	264.0	870.0
5239	4/22/20	Egypt	3659.0	276.0	935.0
5240	4/23/20	Egypt	3891.0	287.0	1004.0
5241	4/24/20	Egypt	4092.0	294.0	1075.0
5242	4/25/20	Egypt	4319.0	307.0	1114.0
5243	4/26/20	Egypt	4534.0	317.0	1176.0
5244	4/27/20	Egypt	4782.0	337.0	1236.0
5245	4/28/20	Egypt	5042.0	359.0	1304.0
5246	4/29/20	Egypt	5268.0	380.0	1335.0
5247	1/22/20	El Salvador	0.0	0.0	0.0
5248	1/23/20	El Salvador	0.0	0.0	0.0
5249	1/24/20	El Salvador	0.0	0.0	0.0
5250	1/25/20	El Salvador	0.0	0.0	0.0
5251	1/26/20	El Salvador	0.0	0.0	0.0
5252	1/27/20	El Salvador	0.0	0.0	0.0
5253	1/28/20	El Salvador	0.0	0.0	0.0
5254	1/29/20	El Salvador	0.0	0.0	0.0
5255	1/30/20	El Salvador	0.0	0.0	0.0
5256	1/31/20	El Salvador	0.0	0.0	0.0
5257	2/1/20	El Salvador	0.0	0.0	0.0
5258	2/2/20	El Salvador	0.0	0.0	0.0
5259	2/3/20	El Salvador	0.0	0.0	0.0
5260	2/4/20	El Salvador	0.0	0.0	0.0
5261	2/5/20	El Salvador	0.0	0.0	0.0
5262	2/6/20	El Salvador	0.0	0.0	0.0
5263	2/7/20	El Salvador	0.0	0.0	0.0
5264	2/8/20	El Salvador	0.0	0.0	0.0
5265	2/9/20	El Salvador	0.0	0.0	0.0
5266	2/10/20	El Salvador	0.0	0.0	0.0
5267	2/11/20	El Salvador	0.0	0.0	0.0
5268	2/12/20	El Salvador	0.0	0.0	0.0
5269	2/13/20	El Salvador	0.0	0.0	0.0
5270	2/14/20	El Salvador	0.0	0.0	0.0
5271	2/15/20	El Salvador	0.0	0.0	0.0
5272	2/16/20	El Salvador	0.0	0.0	0.0
5273	2/17/20	El Salvador	0.0	0.0	0.0
5274	2/18/20	El Salvador	0.0	0.0	0.0
5275	2/19/20	El Salvador	0.0	0.0	0.0
5276	2/20/20	El Salvador	0.0	0.0	0.0
5277	2/21/20	El Salvador	0.0	0.0	0.0
5278	2/22/20	El Salvador	0.0	0.0	0.0
5279	2/23/20	El Salvador	0.0	0.0	0.0
5280	2/24/20	El Salvador	0.0	0.0	0.0
5281	2/25/20	El Salvador	0.0	0.0	0.0
5282	2/26/20	El Salvador	0.0	0.0	0.0
5283	2/27/20	El Salvador	0.0	0.0	0.0
5284	2/28/20	El Salvador	0.0	0.0	0.0
5285	2/29/20	El Salvador	0.0	0.0	0.0
5286	3/1/20	El Salvador	0.0	0.0	0.0
5287	3/2/20	El Salvador	0.0	0.0	0.0
5288	3/3/20	El Salvador	0.0	0.0	0.0
5289	3/4/20	El Salvador	0.0	0.0	0.0
5290	3/5/20	El Salvador	0.0	0.0	0.0
5291	3/6/20	El Salvador	0.0	0.0	0.0
5292	3/7/20	El Salvador	0.0	0.0	0.0
5293	3/8/20	El Salvador	0.0	0.0	0.0
5294	3/9/20	El Salvador	0.0	0.0	0.0
5295	3/10/20	El Salvador	0.0	0.0	0.0
5296	3/11/20	El Salvador	0.0	0.0	0.0
5297	3/12/20	El Salvador	0.0	0.0	0.0
5298	3/13/20	El Salvador	0.0	0.0	0.0
5299	3/14/20	El Salvador	0.0	0.0	0.0
5300	3/15/20	El Salvador	0.0	0.0	0.0
5301	3/16/20	El Salvador	0.0	0.0	0.0
5302	3/17/20	El Salvador	0.0	0.0	0.0
5303	3/18/20	El Salvador	0.0	0.0	0.0
5304	3/19/20	El Salvador	1.0	0.0	0.0
5305	3/20/20	El Salvador	1.0	0.0	0.0
5306	3/21/20	El Salvador	3.0	0.0	0.0
5307	3/22/20	El Salvador	3.0	0.0	0.0
5308	3/23/20	El Salvador	3.0	0.0	0.0
5309	3/24/20	El Salvador	5.0	0.0	0.0
5310	3/25/20	El Salvador	9.0	0.0	0.0
5311	3/26/20	El Salvador	13.0	0.0	0.0
5312	3/27/20	El Salvador	13.0	0.0	0.0
5313	3/28/20	El Salvador	19.0	0.0	0.0
5314	3/29/20	El Salvador	24.0	0.0	0.0
5315	3/30/20	El Salvador	30.0	0.0	0.0
5316	3/31/20	El Salvador	32.0	1.0	0.0
5317	4/1/20	El Salvador	32.0	1.0	0.0
5318	4/2/20	El Salvador	41.0	2.0	0.0
5319	4/3/20	El Salvador	46.0	2.0	0.0
5320	4/4/20	El Salvador	56.0	3.0	2.0
5321	4/5/20	El Salvador	62.0	3.0	2.0
5322	4/6/20	El Salvador	69.0	4.0	5.0
5323	4/7/20	El Salvador	78.0	4.0	5.0
5324	4/8/20	El Salvador	93.0	5.0	9.0
5325	4/9/20	El Salvador	103.0	6.0	14.0
5326	4/10/20	El Salvador	117.0	6.0	15.0
5327	4/11/20	El Salvador	118.0	6.0	19.0
5328	4/12/20	El Salvador	125.0	6.0	21.0
5329	4/13/20	El Salvador	137.0	6.0	22.0
5330	4/14/20	El Salvador	149.0	6.0	25.0
5331	4/15/20	El Salvador	159.0	6.0	30.0
5332	4/16/20	El Salvador	164.0	6.0	33.0
5333	4/17/20	El Salvador	177.0	7.0	38.0
5334	4/18/20	El Salvador	190.0	7.0	43.0
5335	4/19/20	El Salvador	201.0	7.0	44.0
5336	4/20/20	El Salvador	218.0	7.0	46.0
5337	4/21/20	El Salvador	225.0	7.0	48.0
5338	4/22/20	El Salvador	237.0	7.0	63.0
5339	4/23/20	El Salvador	250.0	8.0	67.0
5340	4/24/20	El Salvador	274.0	8.0	75.0
5341	4/25/20	El Salvador	274.0	8.0	75.0
5342	4/26/20	El Salvador	298.0	8.0	83.0
5343	4/27/20	El Salvador	323.0	8.0	89.0
5344	4/28/20	El Salvador	345.0	8.0	97.0
5345	4/29/20	El Salvador	377.0	9.0	106.0
5346	1/22/20	Equatorial Guinea	0.0	0.0	0.0
5347	1/23/20	Equatorial Guinea	0.0	0.0	0.0
5348	1/24/20	Equatorial Guinea	0.0	0.0	0.0
5349	1/25/20	Equatorial Guinea	0.0	0.0	0.0
5350	1/26/20	Equatorial Guinea	0.0	0.0	0.0
5351	1/27/20	Equatorial Guinea	0.0	0.0	0.0
5352	1/28/20	Equatorial Guinea	0.0	0.0	0.0
5353	1/29/20	Equatorial Guinea	0.0	0.0	0.0
5354	1/30/20	Equatorial Guinea	0.0	0.0	0.0
5355	1/31/20	Equatorial Guinea	0.0	0.0	0.0
5356	2/1/20	Equatorial Guinea	0.0	0.0	0.0
5357	2/2/20	Equatorial Guinea	0.0	0.0	0.0
5358	2/3/20	Equatorial Guinea	0.0	0.0	0.0
5359	2/4/20	Equatorial Guinea	0.0	0.0	0.0
5360	2/5/20	Equatorial Guinea	0.0	0.0	0.0
5361	2/6/20	Equatorial Guinea	0.0	0.0	0.0
5362	2/7/20	Equatorial Guinea	0.0	0.0	0.0
5363	2/8/20	Equatorial Guinea	0.0	0.0	0.0
5364	2/9/20	Equatorial Guinea	0.0	0.0	0.0
5365	2/10/20	Equatorial Guinea	0.0	0.0	0.0
5366	2/11/20	Equatorial Guinea	0.0	0.0	0.0
5367	2/12/20	Equatorial Guinea	0.0	0.0	0.0
5368	2/13/20	Equatorial Guinea	0.0	0.0	0.0
5369	2/14/20	Equatorial Guinea	0.0	0.0	0.0
5370	2/15/20	Equatorial Guinea	0.0	0.0	0.0
5371	2/16/20	Equatorial Guinea	0.0	0.0	0.0
5372	2/17/20	Equatorial Guinea	0.0	0.0	0.0
5373	2/18/20	Equatorial Guinea	0.0	0.0	0.0
5374	2/19/20	Equatorial Guinea	0.0	0.0	0.0
5375	2/20/20	Equatorial Guinea	0.0	0.0	0.0
5376	2/21/20	Equatorial Guinea	0.0	0.0	0.0
5377	2/22/20	Equatorial Guinea	0.0	0.0	0.0
5378	2/23/20	Equatorial Guinea	0.0	0.0	0.0
5379	2/24/20	Equatorial Guinea	0.0	0.0	0.0
5380	2/25/20	Equatorial Guinea	0.0	0.0	0.0
5381	2/26/20	Equatorial Guinea	0.0	0.0	0.0
5382	2/27/20	Equatorial Guinea	0.0	0.0	0.0
5383	2/28/20	Equatorial Guinea	0.0	0.0	0.0
5384	2/29/20	Equatorial Guinea	0.0	0.0	0.0
5385	3/1/20	Equatorial Guinea	0.0	0.0	0.0
5386	3/2/20	Equatorial Guinea	0.0	0.0	0.0
5387	3/3/20	Equatorial Guinea	0.0	0.0	0.0
5388	3/4/20	Equatorial Guinea	0.0	0.0	0.0
5389	3/5/20	Equatorial Guinea	0.0	0.0	0.0
5390	3/6/20	Equatorial Guinea	0.0	0.0	0.0
5391	3/7/20	Equatorial Guinea	0.0	0.0	0.0
5392	3/8/20	Equatorial Guinea	0.0	0.0	0.0
5393	3/9/20	Equatorial Guinea	0.0	0.0	0.0
5394	3/10/20	Equatorial Guinea	0.0	0.0	0.0
5395	3/11/20	Equatorial Guinea	0.0	0.0	0.0
5396	3/12/20	Equatorial Guinea	0.0	0.0	0.0
5397	3/13/20	Equatorial Guinea	0.0	0.0	0.0
5398	3/14/20	Equatorial Guinea	0.0	0.0	0.0
5399	3/15/20	Equatorial Guinea	1.0	0.0	0.0
5400	3/16/20	Equatorial Guinea	1.0	0.0	0.0
5401	3/17/20	Equatorial Guinea	1.0	0.0	0.0
5402	3/18/20	Equatorial Guinea	4.0	0.0	0.0
5403	3/19/20	Equatorial Guinea	6.0	0.0	0.0
5404	3/20/20	Equatorial Guinea	6.0	0.0	0.0
5405	3/21/20	Equatorial Guinea	6.0	0.0	0.0
5406	3/22/20	Equatorial Guinea	6.0	0.0	0.0
5407	3/23/20	Equatorial Guinea	9.0	0.0	0.0
5408	3/24/20	Equatorial Guinea	9.0	0.0	0.0
5409	3/25/20	Equatorial Guinea	9.0	0.0	0.0
5410	3/26/20	Equatorial Guinea	12.0	0.0	0.0
5411	3/27/20	Equatorial Guinea	12.0	0.0	0.0
5412	3/28/20	Equatorial Guinea	12.0	0.0	0.0
5413	3/29/20	Equatorial Guinea	12.0	0.0	0.0
5414	3/30/20	Equatorial Guinea	12.0	0.0	0.0
5415	3/31/20	Equatorial Guinea	12.0	0.0	1.0
5416	4/1/20	Equatorial Guinea	15.0	0.0	1.0
5417	4/2/20	Equatorial Guinea	15.0	0.0	1.0
5418	4/3/20	Equatorial Guinea	16.0	0.0	1.0
5419	4/4/20	Equatorial Guinea	16.0	0.0	1.0
5420	4/5/20	Equatorial Guinea	16.0	0.0	1.0
5421	4/6/20	Equatorial Guinea	16.0	0.0	3.0
5422	4/7/20	Equatorial Guinea	16.0	0.0	3.0
5423	4/8/20	Equatorial Guinea	18.0	0.0	3.0
5424	4/9/20	Equatorial Guinea	18.0	0.0	3.0
5425	4/10/20	Equatorial Guinea	18.0	0.0	3.0
5426	4/11/20	Equatorial Guinea	18.0	0.0	3.0
5427	4/12/20	Equatorial Guinea	21.0	0.0	3.0
5428	4/13/20	Equatorial Guinea	21.0	0.0	4.0
5429	4/14/20	Equatorial Guinea	41.0	0.0	4.0
5430	4/15/20	Equatorial Guinea	51.0	0.0	4.0
5431	4/16/20	Equatorial Guinea	51.0	0.0	4.0
5432	4/17/20	Equatorial Guinea	79.0	0.0	4.0
5433	4/18/20	Equatorial Guinea	79.0	0.0	4.0
5434	4/19/20	Equatorial Guinea	79.0	0.0	4.0
5435	4/20/20	Equatorial Guinea	79.0	0.0	7.0
5436	4/21/20	Equatorial Guinea	83.0	0.0	7.0
5437	4/22/20	Equatorial Guinea	84.0	1.0	7.0
5438	4/23/20	Equatorial Guinea	84.0	1.0	7.0
5439	4/24/20	Equatorial Guinea	214.0	1.0	7.0
5440	4/25/20	Equatorial Guinea	258.0	1.0	7.0
5441	4/26/20	Equatorial Guinea	258.0	1.0	8.0
5442	4/27/20	Equatorial Guinea	258.0	1.0	9.0
5443	4/28/20	Equatorial Guinea	315.0	1.0	9.0
5444	4/29/20	Equatorial Guinea	315.0	1.0	9.0
5445	1/22/20	Eritrea	0.0	0.0	0.0
5446	1/23/20	Eritrea	0.0	0.0	0.0
5447	1/24/20	Eritrea	0.0	0.0	0.0
5448	1/25/20	Eritrea	0.0	0.0	0.0
5449	1/26/20	Eritrea	0.0	0.0	0.0
5450	1/27/20	Eritrea	0.0	0.0	0.0
5451	1/28/20	Eritrea	0.0	0.0	0.0
5452	1/29/20	Eritrea	0.0	0.0	0.0
5453	1/30/20	Eritrea	0.0	0.0	0.0
5454	1/31/20	Eritrea	0.0	0.0	0.0
5455	2/1/20	Eritrea	0.0	0.0	0.0
5456	2/2/20	Eritrea	0.0	0.0	0.0
5457	2/3/20	Eritrea	0.0	0.0	0.0
5458	2/4/20	Eritrea	0.0	0.0	0.0
5459	2/5/20	Eritrea	0.0	0.0	0.0
5460	2/6/20	Eritrea	0.0	0.0	0.0
5461	2/7/20	Eritrea	0.0	0.0	0.0
5462	2/8/20	Eritrea	0.0	0.0	0.0
5463	2/9/20	Eritrea	0.0	0.0	0.0
5464	2/10/20	Eritrea	0.0	0.0	0.0
5465	2/11/20	Eritrea	0.0	0.0	0.0
5466	2/12/20	Eritrea	0.0	0.0	0.0
5467	2/13/20	Eritrea	0.0	0.0	0.0
5468	2/14/20	Eritrea	0.0	0.0	0.0
5469	2/15/20	Eritrea	0.0	0.0	0.0
5470	2/16/20	Eritrea	0.0	0.0	0.0
5471	2/17/20	Eritrea	0.0	0.0	0.0
5472	2/18/20	Eritrea	0.0	0.0	0.0
5473	2/19/20	Eritrea	0.0	0.0	0.0
5474	2/20/20	Eritrea	0.0	0.0	0.0
5475	2/21/20	Eritrea	0.0	0.0	0.0
5476	2/22/20	Eritrea	0.0	0.0	0.0
5477	2/23/20	Eritrea	0.0	0.0	0.0
5478	2/24/20	Eritrea	0.0	0.0	0.0
5479	2/25/20	Eritrea	0.0	0.0	0.0
5480	2/26/20	Eritrea	0.0	0.0	0.0
5481	2/27/20	Eritrea	0.0	0.0	0.0
5482	2/28/20	Eritrea	0.0	0.0	0.0
5483	2/29/20	Eritrea	0.0	0.0	0.0
5484	3/1/20	Eritrea	0.0	0.0	0.0
5485	3/2/20	Eritrea	0.0	0.0	0.0
5486	3/3/20	Eritrea	0.0	0.0	0.0
5487	3/4/20	Eritrea	0.0	0.0	0.0
5488	3/5/20	Eritrea	0.0	0.0	0.0
5489	3/6/20	Eritrea	0.0	0.0	0.0
5490	3/7/20	Eritrea	0.0	0.0	0.0
5491	3/8/20	Eritrea	0.0	0.0	0.0
5492	3/9/20	Eritrea	0.0	0.0	0.0
5493	3/10/20	Eritrea	0.0	0.0	0.0
5494	3/11/20	Eritrea	0.0	0.0	0.0
5495	3/12/20	Eritrea	0.0	0.0	0.0
5496	3/13/20	Eritrea	0.0	0.0	0.0
5497	3/14/20	Eritrea	0.0	0.0	0.0
5498	3/15/20	Eritrea	0.0	0.0	0.0
5499	3/16/20	Eritrea	0.0	0.0	0.0
5500	3/17/20	Eritrea	0.0	0.0	0.0
5501	3/18/20	Eritrea	0.0	0.0	0.0
5502	3/19/20	Eritrea	0.0	0.0	0.0
5503	3/20/20	Eritrea	0.0	0.0	0.0
5504	3/21/20	Eritrea	1.0	0.0	0.0
5505	3/22/20	Eritrea	1.0	0.0	0.0
5506	3/23/20	Eritrea	1.0	0.0	0.0
5507	3/24/20	Eritrea	1.0	0.0	0.0
5508	3/25/20	Eritrea	4.0	0.0	0.0
5509	3/26/20	Eritrea	6.0	0.0	0.0
5510	3/27/20	Eritrea	6.0	0.0	0.0
5511	3/28/20	Eritrea	6.0	0.0	0.0
5512	3/29/20	Eritrea	12.0	0.0	0.0
5513	3/30/20	Eritrea	12.0	0.0	0.0
5514	3/31/20	Eritrea	15.0	0.0	0.0
5515	4/1/20	Eritrea	15.0	0.0	0.0
5516	4/2/20	Eritrea	22.0	0.0	0.0
5517	4/3/20	Eritrea	22.0	0.0	0.0
5518	4/4/20	Eritrea	29.0	0.0	0.0
5519	4/5/20	Eritrea	29.0	0.0	0.0
5520	4/6/20	Eritrea	31.0	0.0	0.0
5521	4/7/20	Eritrea	31.0	0.0	0.0
5522	4/8/20	Eritrea	33.0	0.0	0.0
5523	4/9/20	Eritrea	33.0	0.0	0.0
5524	4/10/20	Eritrea	34.0	0.0	0.0
5525	4/11/20	Eritrea	34.0	0.0	0.0
5526	4/12/20	Eritrea	34.0	0.0	0.0
5527	4/13/20	Eritrea	34.0	0.0	0.0
5528	4/14/20	Eritrea	34.0	0.0	0.0
5529	4/15/20	Eritrea	35.0	0.0	0.0
5530	4/16/20	Eritrea	35.0	0.0	0.0
5531	4/17/20	Eritrea	35.0	0.0	0.0
5532	4/18/20	Eritrea	39.0	0.0	3.0
5533	4/19/20	Eritrea	39.0	0.0	3.0
5534	4/20/20	Eritrea	39.0	0.0	3.0
5535	4/21/20	Eritrea	39.0	0.0	6.0
5536	4/22/20	Eritrea	39.0	0.0	6.0
5537	4/23/20	Eritrea	39.0	0.0	6.0
5538	4/24/20	Eritrea	39.0	0.0	11.0
5539	4/25/20	Eritrea	39.0	0.0	13.0
5540	4/26/20	Eritrea	39.0	0.0	13.0
5541	4/27/20	Eritrea	39.0	0.0	13.0
5542	4/28/20	Eritrea	39.0	0.0	19.0
5543	4/29/20	Eritrea	39.0	0.0	19.0
5544	1/22/20	Estonia	0.0	0.0	0.0
5545	1/23/20	Estonia	0.0	0.0	0.0
5546	1/24/20	Estonia	0.0	0.0	0.0
5547	1/25/20	Estonia	0.0	0.0	0.0
5548	1/26/20	Estonia	0.0	0.0	0.0
5549	1/27/20	Estonia	0.0	0.0	0.0
5550	1/28/20	Estonia	0.0	0.0	0.0
5551	1/29/20	Estonia	0.0	0.0	0.0
5552	1/30/20	Estonia	0.0	0.0	0.0
5553	1/31/20	Estonia	0.0	0.0	0.0
5554	2/1/20	Estonia	0.0	0.0	0.0
5555	2/2/20	Estonia	0.0	0.0	0.0
5556	2/3/20	Estonia	0.0	0.0	0.0
5557	2/4/20	Estonia	0.0	0.0	0.0
5558	2/5/20	Estonia	0.0	0.0	0.0
5559	2/6/20	Estonia	0.0	0.0	0.0
5560	2/7/20	Estonia	0.0	0.0	0.0
5561	2/8/20	Estonia	0.0	0.0	0.0
5562	2/9/20	Estonia	0.0	0.0	0.0
5563	2/10/20	Estonia	0.0	0.0	0.0
5564	2/11/20	Estonia	0.0	0.0	0.0
5565	2/12/20	Estonia	0.0	0.0	0.0
5566	2/13/20	Estonia	0.0	0.0	0.0
5567	2/14/20	Estonia	0.0	0.0	0.0
5568	2/15/20	Estonia	0.0	0.0	0.0
5569	2/16/20	Estonia	0.0	0.0	0.0
5570	2/17/20	Estonia	0.0	0.0	0.0
5571	2/18/20	Estonia	0.0	0.0	0.0
5572	2/19/20	Estonia	0.0	0.0	0.0
5573	2/20/20	Estonia	0.0	0.0	0.0
5574	2/21/20	Estonia	0.0	0.0	0.0
5575	2/22/20	Estonia	0.0	0.0	0.0
5576	2/23/20	Estonia	0.0	0.0	0.0
5577	2/24/20	Estonia	0.0	0.0	0.0
5578	2/25/20	Estonia	0.0	0.0	0.0
5579	2/26/20	Estonia	0.0	0.0	0.0
5580	2/27/20	Estonia	1.0	0.0	0.0
5581	2/28/20	Estonia	1.0	0.0	0.0
5582	2/29/20	Estonia	1.0	0.0	0.0
5583	3/1/20	Estonia	1.0	0.0	0.0
5584	3/2/20	Estonia	1.0	0.0	0.0
5585	3/3/20	Estonia	2.0	0.0	0.0
5586	3/4/20	Estonia	2.0	0.0	0.0
5587	3/5/20	Estonia	3.0	0.0	0.0
5588	3/6/20	Estonia	10.0	0.0	0.0
5589	3/7/20	Estonia	10.0	0.0	0.0
5590	3/8/20	Estonia	10.0	0.0	0.0
5591	3/9/20	Estonia	10.0	0.0	0.0
5592	3/10/20	Estonia	12.0	0.0	0.0
5593	3/11/20	Estonia	16.0	0.0	0.0
5594	3/12/20	Estonia	16.0	0.0	0.0
5595	3/13/20	Estonia	79.0	0.0	0.0
5596	3/14/20	Estonia	115.0	0.0	0.0
5597	3/15/20	Estonia	171.0	0.0	1.0
5598	3/16/20	Estonia	205.0	0.0	1.0
5599	3/17/20	Estonia	225.0	0.0	1.0
5600	3/18/20	Estonia	258.0	0.0	1.0
5601	3/19/20	Estonia	267.0	0.0	1.0
5602	3/20/20	Estonia	283.0	0.0	1.0
5603	3/21/20	Estonia	306.0	0.0	1.0
5604	3/22/20	Estonia	326.0	0.0	2.0
5605	3/23/20	Estonia	352.0	0.0	2.0
5606	3/24/20	Estonia	369.0	0.0	7.0
5607	3/25/20	Estonia	404.0	1.0	8.0
5608	3/26/20	Estonia	538.0	1.0	8.0
5609	3/27/20	Estonia	575.0	1.0	11.0
5610	3/28/20	Estonia	645.0	1.0	20.0
5611	3/29/20	Estonia	679.0	3.0	20.0
5612	3/30/20	Estonia	715.0	3.0	20.0
5613	3/31/20	Estonia	745.0	4.0	26.0
5614	4/1/20	Estonia	779.0	5.0	33.0
5615	4/2/20	Estonia	858.0	11.0	45.0
5616	4/3/20	Estonia	961.0	12.0	48.0
5617	4/4/20	Estonia	1039.0	13.0	59.0
5618	4/5/20	Estonia	1097.0	15.0	62.0
5619	4/6/20	Estonia	1108.0	19.0	62.0
5620	4/7/20	Estonia	1149.0	21.0	69.0
5621	4/8/20	Estonia	1185.0	24.0	72.0
5622	4/9/20	Estonia	1207.0	24.0	83.0
5623	4/10/20	Estonia	1258.0	24.0	93.0
5624	4/11/20	Estonia	1304.0	24.0	93.0
5625	4/12/20	Estonia	1309.0	25.0	98.0
5626	4/13/20	Estonia	1332.0	28.0	102.0
5627	4/14/20	Estonia	1373.0	31.0	115.0
5628	4/15/20	Estonia	1400.0	35.0	117.0
5629	4/16/20	Estonia	1434.0	36.0	133.0
5630	4/17/20	Estonia	1459.0	38.0	145.0
5631	4/18/20	Estonia	1512.0	38.0	162.0
5632	4/19/20	Estonia	1528.0	40.0	164.0
5633	4/20/20	Estonia	1535.0	40.0	165.0
5634	4/21/20	Estonia	1552.0	43.0	169.0
5635	4/22/20	Estonia	1559.0	44.0	184.0
5636	4/23/20	Estonia	1592.0	45.0	192.0
5637	4/24/20	Estonia	1605.0	46.0	206.0
5638	4/25/20	Estonia	1635.0	46.0	228.0
5639	4/26/20	Estonia	1643.0	49.0	233.0
5640	4/27/20	Estonia	1647.0	50.0	233.0
5641	4/28/20	Estonia	1660.0	50.0	240.0
5642	4/29/20	Estonia	1666.0	50.0	236.0
5643	1/22/20	Eswatini	0.0	0.0	0.0
5644	1/23/20	Eswatini	0.0	0.0	0.0
5645	1/24/20	Eswatini	0.0	0.0	0.0
5646	1/25/20	Eswatini	0.0	0.0	0.0
5647	1/26/20	Eswatini	0.0	0.0	0.0
5648	1/27/20	Eswatini	0.0	0.0	0.0
5649	1/28/20	Eswatini	0.0	0.0	0.0
5650	1/29/20	Eswatini	0.0	0.0	0.0
5651	1/30/20	Eswatini	0.0	0.0	0.0
5652	1/31/20	Eswatini	0.0	0.0	0.0
5653	2/1/20	Eswatini	0.0	0.0	0.0
5654	2/2/20	Eswatini	0.0	0.0	0.0
5655	2/3/20	Eswatini	0.0	0.0	0.0
5656	2/4/20	Eswatini	0.0	0.0	0.0
5657	2/5/20	Eswatini	0.0	0.0	0.0
5658	2/6/20	Eswatini	0.0	0.0	0.0
5659	2/7/20	Eswatini	0.0	0.0	0.0
5660	2/8/20	Eswatini	0.0	0.0	0.0
5661	2/9/20	Eswatini	0.0	0.0	0.0
5662	2/10/20	Eswatini	0.0	0.0	0.0
5663	2/11/20	Eswatini	0.0	0.0	0.0
5664	2/12/20	Eswatini	0.0	0.0	0.0
5665	2/13/20	Eswatini	0.0	0.0	0.0
5666	2/14/20	Eswatini	0.0	0.0	0.0
5667	2/15/20	Eswatini	0.0	0.0	0.0
5668	2/16/20	Eswatini	0.0	0.0	0.0
5669	2/17/20	Eswatini	0.0	0.0	0.0
5670	2/18/20	Eswatini	0.0	0.0	0.0
5671	2/19/20	Eswatini	0.0	0.0	0.0
5672	2/20/20	Eswatini	0.0	0.0	0.0
5673	2/21/20	Eswatini	0.0	0.0	0.0
5674	2/22/20	Eswatini	0.0	0.0	0.0
5675	2/23/20	Eswatini	0.0	0.0	0.0
5676	2/24/20	Eswatini	0.0	0.0	0.0
5677	2/25/20	Eswatini	0.0	0.0	0.0
5678	2/26/20	Eswatini	0.0	0.0	0.0
5679	2/27/20	Eswatini	0.0	0.0	0.0
5680	2/28/20	Eswatini	0.0	0.0	0.0
5681	2/29/20	Eswatini	0.0	0.0	0.0
5682	3/1/20	Eswatini	0.0	0.0	0.0
5683	3/2/20	Eswatini	0.0	0.0	0.0
5684	3/3/20	Eswatini	0.0	0.0	0.0
5685	3/4/20	Eswatini	0.0	0.0	0.0
5686	3/5/20	Eswatini	0.0	0.0	0.0
5687	3/6/20	Eswatini	0.0	0.0	0.0
5688	3/7/20	Eswatini	0.0	0.0	0.0
5689	3/8/20	Eswatini	0.0	0.0	0.0
5690	3/9/20	Eswatini	0.0	0.0	0.0
5691	3/10/20	Eswatini	0.0	0.0	0.0
5692	3/11/20	Eswatini	0.0	0.0	0.0
5693	3/12/20	Eswatini	0.0	0.0	0.0
5694	3/13/20	Eswatini	0.0	0.0	0.0
5695	3/14/20	Eswatini	1.0	0.0	0.0
5696	3/15/20	Eswatini	1.0	0.0	0.0
5697	3/16/20	Eswatini	1.0	0.0	0.0
5698	3/17/20	Eswatini	1.0	0.0	0.0
5699	3/18/20	Eswatini	1.0	0.0	0.0
5700	3/19/20	Eswatini	1.0	0.0	0.0
5701	3/20/20	Eswatini	1.0	0.0	0.0
5702	3/21/20	Eswatini	1.0	0.0	0.0
5703	3/22/20	Eswatini	4.0	0.0	0.0
5704	3/23/20	Eswatini	4.0	0.0	0.0
5705	3/24/20	Eswatini	4.0	0.0	0.0
5706	3/25/20	Eswatini	4.0	0.0	0.0
5707	3/26/20	Eswatini	6.0	0.0	0.0
5708	3/27/20	Eswatini	9.0	0.0	0.0
5709	3/28/20	Eswatini	9.0	0.0	0.0
5710	3/29/20	Eswatini	9.0	0.0	0.0
5711	3/30/20	Eswatini	9.0	0.0	0.0
5712	3/31/20	Eswatini	9.0	0.0	0.0
5713	4/1/20	Eswatini	9.0	0.0	0.0
5714	4/2/20	Eswatini	9.0	0.0	0.0
5715	4/3/20	Eswatini	9.0	0.0	0.0
5716	4/4/20	Eswatini	9.0	0.0	0.0
5717	4/5/20	Eswatini	9.0	0.0	0.0
5718	4/6/20	Eswatini	10.0	0.0	4.0
5719	4/7/20	Eswatini	10.0	0.0	4.0
5720	4/8/20	Eswatini	12.0	0.0	7.0
5721	4/9/20	Eswatini	12.0	0.0	7.0
5722	4/10/20	Eswatini	12.0	0.0	7.0
5723	4/11/20	Eswatini	12.0	0.0	7.0
5724	4/12/20	Eswatini	14.0	0.0	7.0
5725	4/13/20	Eswatini	15.0	0.0	7.0
5726	4/14/20	Eswatini	15.0	0.0	8.0
5727	4/15/20	Eswatini	15.0	0.0	8.0
5728	4/16/20	Eswatini	16.0	1.0	8.0
5729	4/17/20	Eswatini	16.0	1.0	8.0
5730	4/18/20	Eswatini	22.0	1.0	8.0
5731	4/19/20	Eswatini	22.0	1.0	8.0
5732	4/20/20	Eswatini	24.0	1.0	8.0
