	week	region	age_group	male	female	total
257	02/02/2020-08/02/2020	Abruzzo	3	14.0	12.0	26.0
258	09/02/2020-15/02/2020	Abruzzo	3	17.0	9.0	26.0
259	16/02/2020-22/02/2020	Abruzzo	3	8.0	16.0	24.0
260	23/02/2020-29/02/2020	Abruzzo	3	14.0	16.0	30.0
261	01/03/2020-07/03/2020	Abruzzo	3	18.0	19.0	37.0
262	08/03/2020-14/03/2020	Abruzzo	3	12.0	21.0	33.0
263	15/03/2020-21/03/2020	Abruzzo	3	10.0	24.0	34.0
264	01/01/2015-11/01/2015	Basilicata	0	0.0	0.0	0.0
265	12/01/2015-18/01/2015	Basilicata	0	0.0	0.0	0.0
266	19/01/2015-25/01/2015	Basilicata	0	0.0	0.0	0.0
267	26/01/2015-01/02/2015	Basilicata	0	0.0	0.0	0.0
268	02/02/2015-08/02/2015	Basilicata	0	0.0	0.0	0.0
269	09/02/2015-15/02/2015	Basilicata	0	0.0	0.0	0.0
270	16/02/2015-22/02/2015	Basilicata	0	0.0	0.0	0.0
271	23/02/2015-29/02/2015	Basilicata	0	0.0	0.0	0.0
272	01/03/2015-07/03/2015	Basilicata	0	0.0	0.0	0.0
273	08/03/2015-14/03/2015	Basilicata	0	0.0	0.0	0.0
274	15/03/2015-21/03/2015	Basilicata	0	0.0	0.0	0.0
275	01/01/2016-11/01/2016	Basilicata	0	0.0	0.0	0.0
276	12/01/2016-18/01/2016	Basilicata	0	0.0	0.0	0.0
277	19/01/2016-25/01/2016	Basilicata	0	0.0	0.0	0.0
278	26/01/2016-01/02/2016	Basilicata	0	1.0	0.0	1.0
279	02/02/2016-08/02/2016	Basilicata	0	0.0	0.0	0.0
280	09/02/2016-15/02/2016	Basilicata	0	0.0	0.0	0.0
281	16/02/2016-22/02/2016	Basilicata	0	0.0	0.0	0.0
282	23/02/2016-29/02/2016	Basilicata	0	0.0	0.0	0.0
283	01/03/2016-07/03/2016	Basilicata	0	0.0	0.0	0.0
284	08/03/2016-14/03/2016	Basilicata	0	0.0	0.0	0.0
